"Code";"Name";"total;total;2021;[person]";"total;tertiary;2021;[person]";"total;lower secondary;2021;[person]";"total;primary completed;2021;[person]";
1216155;"Żabno - rural area (5)";12542;2005;299;1501;
1216162;"Szerzyny (2)";6532;798;199;1131;
1217000;"Powiat tatrzański";57356;10726;1965;9566;
1217011;"Zakopane (1)";22722;5761;626;2139;
1217022;"Biały Dunajec (2)";5838;694;248;1441;
1217032;"Bukowina Tatrzańska (2)";11269;1590;450;2672;
1217042;"Kościelisko (2)";7690;1319;259;1403;
1217052;"Poronin (2)";9837;1362;382;1911;
1218000;"Powiat wadowicki";134934;23069;4002;15698;
1218013;"Andrychów (3)";36365;6562;1022;4140;
1218014;"Andrychów - urban area (4)";16786;3288;431;1753;
1218015;"Andrychów - rural area (5)";19579;3274;591;2387;
1218022;"Brzeźnica (2)";9049;1526;271;1182;
1218033;"Kalwaria Zebrzydowska (3)";17005;2757;444;1895;
1218034;"Kalwaria Zebrzydowska - urban area (4)";3807;858;89;285;
1218035;"Kalwaria Zebrzydowska - rural area (5)";13198;1899;355;1610;
1218042;"Lanckorona (2)";5314;753;144;741;
1218052;"Mucharz (2)";3470;586;104;406;
1218062;"Spytkowice (2)";8694;1177;272;1195;
1218072;"Stryszów (2)";5839;738;206;712;
1218082;"Tomice (2)";6796;1164;247;817;
1218093;"Wadowice (3)";32024;6304;955;3326;
1218094;"Wadowice - urban area (4)";15760;3628;414;1447;
1218095;"Wadowice - rural area (5)";16264;2676;541;1879;
1218102;"Wieprz (2)";10378;1502;337;1284;
1219000;"Powiat wielicki";115556;30912;3307;10809;
1219012;"Biskupice (2)";9345;1988;268;1172;
1219022;"Gdów (2)";15515;2588;523;1818;
1219032;"Kłaj (2)";9362;1979;280;854;
1219043;"Niepołomice (3)";26148;7513;674;2070;
1219044;"Niepołomice - urban area (4)";12543;4471;308;796;
1219045;"Niepołomice - rural area (5)";13605;3042;366;1274;
1219053;"Wieliczka (3)";55186;16844;1562;4895;
1219054;"Wieliczka - urban area (4)";22083;8238;537;1528;
1219055;"Wieliczka - rural area (5)";33103;8606;1025;3367;
1261000;"City with powiat status Kraków";702053;302993;13513;42371;
1261011;"Kraków (1)";702053;302993;13513;42371;
1262000;"City with powiat status Nowy Sącz";70031;19495;1710;4665;
1262011;"Nowy Sącz (1)";70031;19495;1710;4665;
1263000;"City with powiat status Tarnów";94241;26101;2140;7318;
1263011;"Tarnów (1)";94241;26101;2140;7318;
1400000;"MAZOWIECKIE";4720886;1530475;126394;490599;
1401000;"Powiat białobrzeski";27916;4306;948;5338;
1401013;"Białobrzegi (3)";8533;1846;193;1029;
1401014;"Białobrzegi - urban area (4)";5715;1385;110;588;
1401015;"Białobrzegi - rural area (5)";2818;461;83;441;
1401022;"Promna (2)";4682;609;171;920;
1401032;"Radzanów (2)";3240;384;129;743;
1401042;"Stara Błotnica (2)";4474;596;171;1009;
1401052;"Stromiec (2)";4672;518;203;1189;
1401063;"Wyśmierzyce (3)";2315;353;81;448;
1401064;"Wyśmierzyce - urban area (4)";760;153;34;112;
1401065;"Wyśmierzyce - rural area (5)";1555;200;47;336;
1402000;"Powiat ciechanowski";74840;16914;2182;9647;
1402011;"Ciechanów (1)";37254;10566;895;3314;
1402022;"Ciechanów (2)";6183;1517;174;816;
1402033;"Glinojeck (3)";6326;866;230;1313;
1402034;"Glinojeck - urban area (4)";2473;477;75;367;
1402035;"Glinojeck - rural area (5)";3853;389;155;946;
1402042;"Gołymin-Ośrodek (2)";3038;424;96;510;
1402052;"Grudusk (2)";2958;493;97;453;
1402062;"Ojrzeń (2)";3578;482;137;686;
1402072;"Opinogóra Górna (2)";4974;834;214;804;
1402082;"Regimin (2)";4114;641;147;708;
1402092;"Sońsk (2)";6415;1091;192;1043;
1403000;"Powiat garwoliński";89043;16512;2732;12290;
1403011;"Garwolin (1)";14453;4294;372;1013;
1403021;"Łaskarzew (1)";3947;665;95;631;
1403032;"Borowie (2)";4257;614;152;755;
1403042;"Garwolin (2)";10946;2286;377;1221;
1403052;"Górzno (2)";5405;953;179;727;
1403062;"Łaskarzew (2)";4430;582;154;726;
1403072;"Maciejowice (2)";5678;745;163;1110;
1403082;"Miastków Kościelny (2)";3908;547;126;669;
1403092;"Parysów (2)";3397;411;129;772;
1403103;"Pilawa (3)";8886;1678;284;1129;
1403104;"Pilawa - urban area (4)";3665;846;131;345;
1403105;"Pilawa - rural area (5)";5221;832;153;784;
1403112;"Sobolew (2)";6613;1049;165;951;
1403122;"Trojanów (2)";6074;858;192;1007;
1403132;"Wilga (2)";4398;801;121;586;
1403143;"Żelechów (3)";6651;1029;223;993;
1403144;"Żelechów - urban area (4)";3217;647;105;362;
1403145;"Żelechów - rural area (5)";3434;382;118;631;
1404000;"Powiat gostyniński";38010;6703;1128;6536;
1404011;"Gostynin (1)";15563;3568;344;1921;
1404022;"Gostynin (2)";10264;1605;371;1985;
1404032;"Pacyna (2)";2991;336;95;728;
1404043;"Sanniki (3)";5074;670;168;1013;
1404044;"Sanniki - urban area (4)";1638;319;46;224;
1404045;"Sanniki - rural area (5)";3436;351;122;789;
1404052;"Szczawin Kościelny (2)";4118;524;150;889;
1405000;"Powiat grodziski";85264;27677;2484;8198;
1405011;"Milanówek (1)";14285;4977;374;1249;
1405021;"Podkowa Leśna (1)";3401;1691;79;185;
1405032;"Baranów (2)";4608;962;168;661;
1405043;"Grodzisk Mazowiecki (3)";43637;14741;1238;3937;
1405044;"Grodzisk Mazowiecki - urban area (4)";28279;9423;770;2418;
1405045;"Grodzisk Mazowiecki - rural area (5)";15358;5318;468;1519;
1405052;"Jaktorów (2)";10819;2747;349;1244;
1405062;"Żabia Wola (2)";8514;2559;276;922;
1406000;"Powiat grójecki";83976;16493;2457;11905;
1406012;"Belsk Duży (2)";5488;976;186;764;
1406022;"Błędów (2)";6252;947;175;1042;
1406032;"Chynów (2)";8588;1463;275;1332;
1406042;"Goszczyn (2)";2443;342;64;438;
1406053;"Grójec (3)";22310;5735;664;2292;
1406054;"Grójec - urban area (4)";14493;4075;403;1263;
1406055;"Grójec - rural area (5)";7817;1660;261;1029;
1406062;"Jasieniec (2)";4604;739;129;729;
1406073;"Mogielnica (3)";7301;1067;197;1441;
1406074;"Mogielnica - urban area (4)";1943;370;56;331;
1406075;"Mogielnica - rural area (5)";5358;697;141;1110;
1406083;"Nowe Miasto nad Pilicą (3)";6462;1184;120;1083;
1406084;"Nowe Miasto nad Pilicą - urban area (4)";3214;742;57;367;
1406085;"Nowe Miasto nad Pilicą - rural area (5)";3248;442;63;716;
1406092;"Pniewy (2)";4034;775;133;638;
1406113;"Warka (3)";16494;3265;514;2146;
1406114;"Warka - urban area (4)";10202;2296;317;1157;
1406115;"Warka - rural area (5)";6292;969;197;989;
1407000;"Powiat kozienicki";50586;9831;1438;7590;
1407012;"Garbatka-Letnisko (2)";4253;881;134;571;
1407022;"Głowaczów (2)";5841;851;178;1174;
1407032;"Gniewoszów (2)";3336;478;70;589;
1407042;"Grabów nad Pilicą (2)";3454;431;111;891;
1407053;"Kozienice (3)";24864;5818;663;2801;
1407054;"Kozienice - urban area (4)";14381;3828;352;1306;
1407055;"Kozienice - rural area (5)";10483;1990;311;1495;
1407062;"Magnuszew (2)";5513;801;164;1075;
1407072;"Sieciechów (2)";3325;571;118;489;
1408000;"Powiat legionowski";106979;35789;3169;9156;
1408011;"Legionowo (1)";45655;14511;1254;3987;
1408022;"Jabłonna (2)";18327;7168;594;1440;
1408032;"Nieporęt (2)";13849;4975;440;1189;
1408043;"Serock (3)";13948;4055;443;1353;
1408044;"Serock - urban area (4)";4191;1248;132;369;
1408045;"Serock - rural area (5)";9757;2807;311;984;
1408052;"Wieliszew (2)";15200;5080;438;1187;
1409000;"Powiat lipski";28380;4949;747;4653;
1409012;"Chotcza (2)";1988;211;70;438;
1409022;"Ciepielów (2)";4584;645;144;940;
1409033;"Lipsko (3)";9189;2034;213;1142;
1409034;"Lipsko - urban area (4)";4658;1274;92;423;
1409035;"Lipsko - rural area (5)";4531;760;121;719;
1409042;"Rzeczniów (2)";3601;565;94;672;
1409052;"Sienno (2)";4913;811;128;807;
1409063;"Solec nad Wisłą (3)";4105;683;98;654;
1409064;"Solec nad Wisłą - urban area (4)";700;195;16;79;
1409065;"Solec nad Wisłą - rural area (5)";3405;488;82;575;
1410000;"Powiat łosicki";25526;4531;849;4615;
1410012;"Huszlew (2)";2316;284;85;543;
1410023;"Łosice (3)";9157;2132;271;1229;
1410024;"Łosice - urban area (4)";5998;1637;165;620;
1410025;"Łosice - rural area (5)";3159;495;106;609;
1410032;"Olszanka (2)";2366;397;80;432;
1410042;"Platerów (2)";3955;489;158;842;
1410052;"Sarnaki (2)";3875;664;138;707;
1410062;"Stara Kornica (2)";3857;565;117;862;
1411000;"Powiat makowski";36903;6430;1138;5740;
1411011;"Maków Mazowiecki (1)";8015;1891;193;844;
1411022;"Czerwonka (2)";2189;353;87;417;
1411032;"Karniewo (2)";4245;655;146;665;
1411042;"Krasnosielc (2)";5170;767;171;1061;
1411052;"Młynarze (2)";1406;202;46;283;
1411062;"Płoniawy-Bramura (2)";4396;640;129;775;
1411073;"Różan (3)";3675;732;108;497;
1411074;"Różan - urban area (4)";2275;532;72;263;
1411075;"Różan - rural area (5)";1400;200;36;234;
1411082;"Rzewnie (2)";2143;298;83;435;
1411092;"Sypniewo (2)";2600;423;79;415;
1411102;"Szelków (2)";3064;469;96;348;
1412000;"Powiat miński";133261;33574;3976;15038;
1412011;"Mińsk Mazowiecki (1)";34216;10608;972;2732;
1412042;"Cegłów (2)";5248;951;157;796;
1412052;"Dębe Wielkie (2)";9267;2107;265;1136;
1412062;"Dobre (2)";5031;692;176;826;
1412073;"Halinów (3)";14716;4279;513;1545;
1412074;"Halinów - urban area (4)";3217;986;91;282;
1412075;"Halinów - rural area (5)";11499;3293;422;1263;
1412082;"Jakubów (2)";4233;742;134;601;
1412093;"Kałuszyn (3)";4801;691;136;801;
1412094;"Kałuszyn - urban area (4)";2353;412;77;342;
1412095;"Kałuszyn - rural area (5)";2448;279;59;459;
1412102;"Latowicz (2)";4408;633;163;707;
1412112;"Mińsk Mazowiecki (2)";13682;3255;433;1554;
1412123;"Mrozy (3)";7353;1461;190;987;
1412124;"Mrozy - urban area (4)";3081;860;79;255;
1412125;"Mrozy - rural area (5)";4272;601;111;732;
1412132;"Siennica (2)";6373;1252;177;818;
1412142;"Stanisławów (2)";5857;970;186;974;
1412151;"Sulejówek (1)";18076;5933;474;1561;
1413000;"Powiat mławski";60437;10483;1841;8415;
1413011;"Mława (1)";26620;6196;720;2485;
1413022;"Dzierzgowo (2)";2489;257;87;507;
1413032;"Lipowiec Kościelny (2)";3974;513;106;736;
1413042;"Radzanów (2)";2642;331;90;493;
1413052;"Strzegowo (2)";6212;842;175;1237;
1413062;"Stupsk (2)";3886;521;142;633;
1413072;"Szreńsk (2)";3336;393;125;555;
1413082;"Szydłowo (2)";3661;518;114;592;
1413092;"Wieczfnia Kościelna (2)";3241;359;132;550;
1413102;"Wiśniewo (2)";4376;553;150;627;
1414000;"Powiat nowodworski";68568;15264;2148;8562;
1414011;"Nowy Dwór Mazowiecki (1)";24622;6481;807;2394;
1414022;"Czosnów (2)";9264;2476;289;1123;
1414032;"Leoncin (2)";4762;858;112;725;
1414043;"Nasielsk (3)";16619;2919;503;2431;
1414044;"Nasielsk - urban area (4)";6426;1404;173;742;
1414045;"Nasielsk - rural area (5)";10193;1515;330;1689;
1414052;"Pomiechówek (2)";8076;1704;243;947;
1414063;"Zakroczym (3)";5225;826;194;942;
1414064;"Zakroczym - urban area (4)";2733;447;96;456;
1414065;"Zakroczym - rural area (5)";2492;379;98;486;
1415000;"Powiat ostrołęcki";73809;12751;2508;14168;
1415012;"Baranowo (2)";5300;702;149;1245;
1415022;"Czarnia (2)";1953;202;116;541;
1415032;"Czerwin (2)";4154;637;110;750;
1415042;"Goworowo (2)";6800;886;230;1324;
1415052;"Kadzidło (2)";9393;1507;354;1789;
1415062;"Lelis (2)";8072;1495;290;1374;
1415072;"Łyse (2)";6892;870;271;1857;
1415083;"Myszyniec (3)";8617;1234;286;2091;
1415084;"Myszyniec - urban area (4)";2792;592;79;460;
1415085;"Myszyniec - rural area (5)";5825;642;207;1631;
1415092;"Olszewo-Borki (2)";9172;2106;287;1296;
1415102;"Rzekuń (2)";9524;2504;294;1184;
1415112;"Troszyn (2)";3932;608;121;717;
1416000;"Powiat ostrowski";60525;10505;1881;10067;
1416011;"Ostrów Mazowiecka (1)";19154;4621;523;1929;
1416022;"Andrzejewo (2)";3369;436;101;716;
1416032;"Boguty-Pianki (2)";2149;256;61;360;
1416043;"Brok (3)";2295;371;70;382;
1416044;"Brok - urban area (4)";1551;284;46;202;
1416045;"Brok - rural area (5)";744;87;24;180;
1416052;"Małkinia Górna (2)";9590;1464;267;1565;
1416062;"Nur (2)";2305;270;56;553;
1416072;"Ostrów Mazowiecka (2)";10864;1824;366;2107;
1416082;"Stary Lubotyń (2)";3058;370;122;663;
1416092;"Szulborze Wielkie (2)";1334;149;48;307;
1416102;"Wąsewo (2)";3473;418;143;780;
1416112;"Zaręby Kościelne (2)";2934;326;124;705;
1417000;"Powiat otwocki";107544;30327;3026;10750;
1417011;"Józefów (1)";17844;6783;520;1441;
1417021;"Otwock (1)";38427;11434;1076;3522;
1417032;"Celestynów (2)";9908;2322;281;1072;
1417043;"Karczew (3)";13680;3042;348;1391;
1417044;"Karczew - urban area (4)";8288;2021;208;711;
1417045;"Karczew - rural area (5)";5392;1021;140;680;
1417052;"Kołbiel (2)";6995;1387;192;878;
1417062;"Osieck (2)";3032;525;88;440;
1417072;"Sobienie-Jeziory (2)";5307;967;170;722;
1417082;"Wiązowna (2)";12351;3867;351;1284;
1418000;"Powiat piaseczyński";172906;64674;5043;15225;
1418013;"Góra Kalwaria (3)";23826;5827;782;2788;
1418014;"Góra Kalwaria - urban area (4)";10202;2440;321;1101;
1418015;"Góra Kalwaria - rural area (5)";13624;3387;461;1687;
1418023;"Konstancin-Jeziorna (3)";22005;7554;550;2287;
1418024;"Konstancin-Jeziorna - urban area (4)";15080;5324;363;1507;
1418025;"Konstancin-Jeziorna - rural area (5)";6925;2230;187;780;
1418032;"Lesznowola (2)";27148;12688;779;1933;
1418043;"Piaseczno (3)";79039;33065;2250;5749;
1418044;"Piaseczno - urban area (4)";43601;17399;1172;2976;
1418045;"Piaseczno - rural area (5)";35438;15666;1078;2773;
1418052;"Prażmów (2)";10600;3117;386;1167;
1418063;"Tarczyn (3)";10288;2423;296;1301;
1418064;"Tarczyn - urban area (4)";3613;880;84;380;
1418065;"Tarczyn - rural area (5)";6675;1543;212;921;
1419000;"Powiat płocki";94614;17269;3158;15617;
1419012;"Bielsk (2)";7707;1232;320;1196;
1419022;"Bodzanów (2)";6876;1089;225;1121;
1419032;"Brudzeń Duży (2)";7041;1091;271;1188;
1419042;"Bulkowo (2)";4577;525;179;870;
1419053;"Drobin (3)";6432;718;271;1391;
1419054;"Drobin - urban area (4)";2335;349;89;415;
1419055;"Drobin - rural area (5)";4097;369;182;976;
1419063;"Gąbin (3)";9614;1849;246;1669;
1419064;"Gąbin - urban area (4)";3587;794;92;489;
1419065;"Gąbin - rural area (5)";6027;1055;154;1180;
1419072;"Łąck (2)";4623;969;145;694;
1419082;"Mała Wieś (2)";5005;607;141;1049;
1419092;"Nowy Duninów (2)";3448;564;128;620;
1419102;"Radzanowo (2)";7291;1530;218;881;
1419112;"Słubice (2)";3640;449;134;867;
1419122;"Słupno (2)";7331;2638;189;742;
1419132;"Stara Biała (2)";10403;2523;346;1285;
1419142;"Staroźreby (2)";5973;786;215;1150;
1419153;"Wyszogród (3)";4653;699;130;894;
1419154;"Wyszogród - urban area (4)";2175;417;58;325;
1419155;"Wyszogród - rural area (5)";2478;282;72;569;
1420000;"Powiat płoński";73645;12678;2475;13009;
1420011;"Płońsk (1)";18899;4780;468;2130;
1420021;"Raciąż (1)";3662;641;104;512;
1420032;"Baboszewo (2)";6479;872;242;1276;
1420043;"Czerwińsk nad Wisłą (3)";6340;760;307;1382;
1420044;"Czerwińsk nad Wisłą - urban area (4)";911;150;32;148;
1420045;"Czerwińsk nad Wisłą - rural area (5)";5429;610;275;1234;
1420052;"Dzierzążnia (2)";2984;423;89;603;
1420062;"Joniec (2)";2348;389;65;418;
1420072;"Naruszewo (2)";5240;602;208;1306;
1420082;"Nowe Miasto (2)";3952;617;125;771;
1420092;"Płońsk (2)";7016;1260;264;1256;
1420102;"Raciąż (2)";6960;807;216;1523;
1420113;"Sochocin (3)";4938;804;172;873;
1420114;"Sochocin - urban area (4)";1695;342;53;245;
1420115;"Sochocin - rural area (5)";3243;462;119;628;
1420122;"Załuski (2)";4827;723;215;959;
1421000;"Powiat pruszkowski";148946;53727;3919;12154;
1421011;"Piastów (1)";20005;6690;484;1538;
1421021;"Pruszków (1)";55095;19172;1346;4331;
1421033;"Brwinów (3)";24497;9441;656;2076;
1421034;"Brwinów - urban area (4)";12222;4507;314;984;
1421035;"Brwinów - rural area (5)";12275;4934;342;1092;
1421042;"Michałowice (2)";16222;7105;434;1147;
1421052;"Nadarzyn (2)";13857;5414;444;1167;
1421062;"Raszyn (2)";19270;5905;555;1895;
1422000;"Powiat przasnyski";42802;7625;1436;7422;
1422011;"Przasnysz (1)";14278;3745;418;1585;
1422023;"Chorzele (3)";8089;1085;276;1960;
1422024;"Chorzele - urban area (4)";2522;520;77;375;
1422025;"Chorzele - rural area (5)";5567;565;199;1585;
1422032;"Czernice Borowe (2)";3079;434;121;572;
1422042;"Jednorożec (2)";5768;741;232;1180;
1422052;"Krasne (2)";2917;411;83;494;
1422062;"Krzynowłoga Mała (2)";2735;408;106;550;
1422072;"Przasnysz (2)";5936;801;200;1081;
1423000;"Powiat przysuski";34462;5707;954;6369;
1423012;"Borkowice (2)";3604;605;98;635;
1423022;"Gielniów (2)";3788;507;98;797;
1423032;"Klwów (2)";2742;328;53;674;
1423042;"Odrzywół (2)";3047;504;97;724;
1423052;"Potworów (2)";3453;414;117;866;
1423063;"Przysucha (3)";9853;2229;224;1161;
1423064;"Przysucha - urban area (4)";4964;1359;90;391;
1423065;"Przysucha - rural area (5)";4889;870;134;770;
1423072;"Rusinów (2)";3560;484;116;662;
1423082;"Wieniawa (2)";4415;636;151;850;
1424000;"Powiat pułtuski";43456;8691;1442;6461;
1424012;"Gzy (2)";3103;443;102;545;
1424022;"Obryte (2)";3861;580;125;847;
1424032;"Pokrzywnica (2)";4359;753;135;715;
1424043;"Pułtusk (3)";20833;5175;695;2251;
1424044;"Pułtusk - urban area (4)";16637;4260;544;1628;
1424045;"Pułtusk - rural area (5)";4196;915;151;623;
1424052;"Świercze (2)";3874;565;132;672;
1424062;"Winnica (2)";3382;589;115;598;
1424072;"Zatory (2)";4044;586;138;833;
1425000;"Powiat radomski";128392;25467;4640;20105;
1425011;"Pionki (1)";14974;3362;403;1559;
1425022;"Gózd (2)";7577;1469;300;1341;
1425033;"Iłża (3)";12212;2268;375;1976;
1425034;"Iłża - urban area (4)";3980;1013;97;426;
1425035;"Iłża - rural area (5)";8232;1255;278;1550;
1425042;"Jastrzębia (2)";5970;1161;192;932;
1425052;"Jedlińsk (2)";12117;2218;504;2240;
1425062;"Jedlnia-Letnisko (2)";11375;2898;399;1382;
1425072;"Kowala (2)";10367;2117;390;1531;
1425082;"Pionki (2)";8426;1450;310;1345;
1425092;"Przytyk (2)";5964;807;257;1286;
1425103;"Skaryszew (3)";12573;2476;487;2211;
1425104;"Skaryszew - urban area (4)";3695;819;124;522;
1425105;"Skaryszew - rural area (5)";8878;1657;363;1689;
1425112;"Wierzbica (2)";8087;1408;295;1234;
1425122;"Wolanów (2)";7522;1275;296;1308;
1425132;"Zakrzew (2)";11228;2558;432;1760;
1426000;"Powiat siedlecki";68160;12364;2167;11117;
1426012;"Domanice (2)";2120;296;68;440;
1426022;"Korczew (2)";2197;246;70;512;
1426032;"Kotuń (2)";6938;1124;240;1094;
1426042;"Mokobody (2)";4157;597;147;716;
1426053;"Mordy (3)";4797;754;157;882;
1426054;"Mordy - urban area (4)";1419;263;47;182;
1426055;"Mordy - rural area (5)";3378;491;110;700;
1426062;"Paprotnia (2)";2070;290;65;389;
1426072;"Przesmyki (2)";2577;274;68;655;
1426082;"Siedlce (2)";15959;4206;451;1809;
1426092;"Skórzec (2)";6702;1137;261;1171;
1426102;"Suchożebry (2)";3968;661;122;652;
1426112;"Wiśniew (2)";4831;809;192;796;
1426122;"Wodynie (2)";3634;566;105;642;
1426132;"Zbuczyn (2)";8210;1404;221;1359;
1427000;"Powiat sierpecki";42831;7238;1495;7224;
1427011;"Sierpc (1)";15110;3611;400;1731;
1427022;"Gozdowo (2)";4930;656;204;936;
1427032;"Mochowo (2)";4858;590;189;880;
1427042;"Rościszewo (2)";3346;446;104;683;
1427052;"Sierpc (2)";5743;818;213;1038;
1427062;"Szczutowo (2)";3517;478;138;751;
1427072;"Zawidz (2)";5327;639;247;1205;
1428000;"Powiat sochaczewski";71942;14959;2163;9542;
1428011;"Sochaczew (1)";30083;7174;882;3352;
1428022;"Brochów (2)";3784;588;131;697;
1428032;"Iłów (2)";5173;735;132;917;
1428042;"Młodzieszyn (2)";4773;687;139;857;
1428052;"Nowa Sucha (2)";5694;1106;185;869;
1428062;"Rybno (2)";2876;464;89;441;
1428072;"Sochaczew (2)";9678;2110;297;1198;
1428082;"Teresin (2)";9881;2095;308;1211;
1429000;"Powiat sokołowski";44773;8327;1101;7174;
1429011;"Sokołów Podlaski (1)";15967;4265;369;1488;
1429022;"Bielany (2)";3016;475;82;508;
1429032;"Ceranów (2)";1710;186;45;450;
1429042;"Jabłonna Lacka (2)";3795;568;49;940;
1429053;"Kosów Lacki (3)";4873;564;160;948;
1429054;"Kosów Lacki - urban area (4)";1741;310;58;199;
1429055;"Kosów Lacki - rural area (5)";3132;254;102;749;
1429062;"Repki (2)";4205;606;118;821;
1429072;"Sabnie (2)";3031;423;55;593;
1429082;"Sokołów Podlaski (2)";5024;841;145;762;
1429092;"Sterdyń (2)";3152;399;78;664;
1430000;"Powiat szydłowiecki";33025;5826;906;4990;
1430012;"Chlewiska (2)";4927;669;119;893;
1430022;"Jastrząb (2)";4358;796;128;624;
1430032;"Mirów (2)";3176;427;101;562;
1430042;"Orońsko (2)";5030;807;166;1009;
1430053;"Szydłowiec (3)";15534;3127;392;1902;
1430054;"Szydłowiec - urban area (4)";9693;2336;224;855;
1430055;"Szydłowiec - rural area (5)";5841;791;168;1047;
1432000;"Powiat warszawski zachodni";109101;38456;3157;10238;
1432013;"Błonie (3)";18773;5123;573;1963;
1432014;"Błonie - urban area (4)";10608;2790;307;1068;
1432015;"Błonie - rural area (5)";8165;2333;266;895;
1432022;"Izabelin (2)";9368;3294;304;898;
1432032;"Kampinos (2)";3855;848;113;565;
1432042;"Leszno (2)";9290;2606;314;1106;
1432053;"Łomianki (3)";25631;10563;705;1922;
1432054;"Łomianki - urban area (4)";15576;6227;397;1141;
1432055;"Łomianki - rural area (5)";10055;4336;308;781;
1432063;"Ożarów Mazowiecki (3)";24007;8810;609;2170;
1432064;"Ożarów Mazowiecki - urban area (4)";11679;4811;285;877;
1432065;"Ożarów Mazowiecki - rural area (5)";12328;3999;324;1293;
1432072;"Stare Babice (2)";18177;7212;539;1614;
1433000;"Powiat węgrowski";54110;8455;1552;9186;
1433011;"Węgrów (1)";10329;2497;270;1073;
