"Code";"Name";"at post-working age;2023;[%]";
3005025;"Grodzisk Wielkopolski - rural area (5)";17.7;
3005032;"Kamieniec (2)";20.2;
3005043;"Rakoniewice (3)";17.8;
3005044;"Rakoniewice - urban area (4)";19.1;
3005045;"Rakoniewice - rural area (5)";17.4;
3005053;"Wielichowo (3)";20.3;
3005054;"Wielichowo - urban area (4)";22.2;
3005055;"Wielichowo - rural area (5)";19.7;
3006013;"Jaraczewo (3)";21.2;
3006014;"Jaraczewo - urban area (4)";20.2;
3006015;"Jaraczewo - rural area (5)";21.4;
3006023;"Jarocin (3)";22.8;
3006024;"Jarocin - urban area (4)";25.1;
3006025;"Jarocin - rural area (5)";19.6;
3006032;"Kotlin (2)";20.5;
3006043;"Żerków (3)";20.8;
3006044;"Żerków - urban area (4)";22.8;
3006045;"Żerków - rural area (5)";20.3;
3007012;"Blizanów (2)";20.0;
3007022;"Brzeziny (2)";20.2;
3007032;"Ceków-Kolonia (2)";22.1;
3007042;"Godziesze Wielkie (2)";18.3;
3007053;"Koźminek (3)";20.8;
3007054;"Koźminek - urban area (4)";22.2;
3007055;"Koźminek - rural area (5)";20.3;
3007062;"Lisków (2)";23.7;
3007072;"Mycielin (2)";22.3;
3007083;"Opatówek (3)";22.4;
3007084;"Opatówek - urban area (4)";26.5;
3007085;"Opatówek - rural area (5)";20.5;
3007093;"Stawiszyn (3)";23.3;
3007094;"Stawiszyn - urban area (4)";26.6;
3007095;"Stawiszyn - rural area (5)";22.4;
3007102;"Szczytniki (2)";21.4;
3007112;"Żelazków (2)";21.1;
3008012;"Baranów (2)";18.5;
3008022;"Bralin (2)";18.5;
3008033;"Kępno (3)";22.6;
3008034;"Kępno - urban area (4)";25.9;
3008035;"Kępno - rural area (5)";18.4;
3008042;"Łęka Opatowska (2)";18.8;
3008052;"Perzów (2)";19.7;
3008062;"Rychtal (2)";21.9;
3008072;"Trzcinica (2)";20.5;
3009011;"Koło (1)";29.8;
3009022;"Babiak (2)";21.1;
3009032;"Chodów (2)";26.6;
3009043;"Dąbie (3)";26.2;
3009044;"Dąbie - urban area (4)";28.8;
3009045;"Dąbie - rural area (5)";25.1;
3009052;"Grzegorzew (2)";21.1;
3009063;"Kłodawa (3)";25.8;
3009064;"Kłodawa - urban area (4)";27.3;
3009065;"Kłodawa - rural area (5)";24.3;
3009072;"Koło (2)";18.7;
3009082;"Kościelec (2)";19.9;
3009092;"Olszówka (2)";23.4;
3009102;"Osiek Mały (2)";18.2;
3009113;"Przedecz (3)";24.8;
3009114;"Przedecz - urban area (4)";27.6;
3009115;"Przedecz - rural area (5)";22.9;
3010013;"Golina (3)";19.9;
3010014;"Golina - urban area (4)";22.4;
3010015;"Golina - rural area (5)";18.7;
3010022;"Grodziec (2)";19.9;
3010032;"Kazimierz Biskupi (2)";19.4;
3010043;"Kleczew (3)";20.9;
3010044;"Kleczew - urban area (4)";21.0;
3010045;"Kleczew - rural area (5)";20.8;
3010052;"Kramsk (2)";18.2;
3010062;"Krzymów (2)";17.9;
3010073;"Rychwał (3)";21.0;
3010074;"Rychwał - urban area (4)";22.8;
3010075;"Rychwał - rural area (5)";20.3;
3010082;"Rzgów (2)";19.7;
3010092;"Skulsk (2)";22.3;
3010103;"Sompolno (3)";20.6;
3010104;"Sompolno - urban area (4)";22.6;
3010105;"Sompolno - rural area (5)";19.7;
3010112;"Stare Miasto (2)";17.5;
3010123;"Ślesin (3)";21.2;
3010124;"Ślesin - urban area (4)";24.1;
3010125;"Ślesin - rural area (5)";20.3;
3010132;"Wierzbinek (2)";20.1;
3010142;"Wilczyn (2)";21.3;
3011011;"Kościan (1)";25.0;
3011023;"Czempiń (3)";21.7;
3011024;"Czempiń - urban area (4)";24.6;
3011025;"Czempiń - rural area (5)";19.3;
3011032;"Kościan (2)";18.9;
3011043;"Krzywiń (3)";21.7;
3011044;"Krzywiń - urban area (4)";21.5;
3011045;"Krzywiń - rural area (5)";21.7;
3011053;"Śmigiel (3)";20.8;
3011054;"Śmigiel - urban area (4)";21.7;
3011055;"Śmigiel - rural area (5)";20.4;
3012011;"Sulmierzyce (1)";20.2;
3012023;"Kobylin (3)";21.5;
3012024;"Kobylin - urban area (4)";20.2;
3012025;"Kobylin - rural area (5)";22.4;
3012033;"Koźmin Wielkopolski (3)";22.7;
3012034;"Koźmin Wielkopolski - urban area (4)";25.7;
3012035;"Koźmin Wielkopolski - rural area (5)";19.9;
3012043;"Krotoszyn (3)";22.8;
3012044;"Krotoszyn - urban area (4)";24.2;
3012045;"Krotoszyn - rural area (5)";19.2;
3012052;"Rozdrażew (2)";19.6;
3012063;"Zduny (3)";19.5;
3012064;"Zduny - urban area (4)";20.7;
3012065;"Zduny - rural area (5)";17.8;
3013012;"Krzemieniewo (2)";22.8;
3013022;"Lipno (2)";13.4;
3013033;"Osieczna (3)";20.1;
3013034;"Osieczna - urban area (4)";22.6;
3013035;"Osieczna - rural area (5)";19.2;
3013043;"Rydzyna (3)";17.6;
3013044;"Rydzyna - urban area (4)";20.8;
3013045;"Rydzyna - rural area (5)";16.4;
3013052;"Święciechowa (2)";18.0;
3013062;"Wijewo (2)";16.7;
3013072;"Włoszakowice (2)";18.0;
3014012;"Chrzypsko Wielkie (2)";23.2;
3014022;"Kwilcz (2)";20.9;
3014033;"Międzychód (3)";23.5;
3014034;"Międzychód - urban area (4)";25.8;
3014035;"Międzychód - rural area (5)";20.6;
3014043;"Sieraków (3)";23.0;
3014044;"Sieraków - urban area (4)";23.5;
3014045;"Sieraków - rural area (5)";21.8;
3015012;"Kuślin (2)";18.9;
3015023;"Lwówek (3)";20.5;
3015024;"Lwówek - urban area (4)";22.8;
3015025;"Lwówek - rural area (5)";19.3;
3015032;"Miedzichowo (2)";21.1;
3015043;"Nowy Tomyśl (3)";20.4;
3015044;"Nowy Tomyśl - urban area (4)";26.3;
3015045;"Nowy Tomyśl - rural area (5)";14.6;
3015053;"Opalenica (3)";21.3;
3015054;"Opalenica - urban area (4)";23.2;
3015055;"Opalenica - rural area (5)";18.5;
3015063;"Zbąszyń (3)";20.5;
3015064;"Zbąszyń - urban area (4)";22.8;
3015065;"Zbąszyń - rural area (5)";17.9;
3016013;"Oborniki (3)";20.9;
3016014;"Oborniki - urban area (4)";24.4;
3016015;"Oborniki - rural area (5)";17.3;
3016023;"Rogoźno (3)";20.5;
3016024;"Rogoźno - urban area (4)";22.5;
3016025;"Rogoźno - rural area (5)";17.6;
3016032;"Ryczywół (2)";20.7;
3017011;"Ostrów Wielkopolski (1)";26.7;
3017023;"Nowe Skalmierzyce (3)";19.7;
3017024;"Nowe Skalmierzyce - urban area (4)";24.2;
3017025;"Nowe Skalmierzyce - rural area (5)";17.9;
3017033;"Odolanów (3)";19.0;
3017034;"Odolanów - urban area (4)";22.3;
3017035;"Odolanów - rural area (5)";17.3;
3017042;"Ostrów Wielkopolski (2)";19.2;
3017052;"Przygodzice (2)";19.9;
3017063;"Raszków (3)";20.2;
3017064;"Raszków - urban area (4)";20.5;
3017065;"Raszków - rural area (5)";20.1;
3017072;"Sieroszewice (2)";20.6;
3017082;"Sośnie (2)";19.5;
3018012;"Czajków (2)";20.7;
3018022;"Doruchów (2)";19.8;
3018033;"Grabów nad Prosną (3)";21.2;
3018034;"Grabów nad Prosną - urban area (4)";23.2;
3018035;"Grabów nad Prosną - rural area (5)";20.5;
3018042;"Kobyla Góra (2)";20.1;
3018052;"Kraszewice (2)";20.7;
3018063;"Mikstat (3)";21.9;
3018064;"Mikstat - urban area (4)";23.8;
3018065;"Mikstat - rural area (5)";21.1;
3018073;"Ostrzeszów (3)";22.7;
3018074;"Ostrzeszów - urban area (4)";27.1;
3018075;"Ostrzeszów - rural area (5)";16.9;
3019011;"Piła (1)";26.3;
3019022;"Białośliwie (2)";20.6;
3019033;"Kaczory (3)";20.6;
3019034;"Kaczory - urban area (4)";21.0;
3019035;"Kaczory - rural area (5)";20.4;
3019043;"Łobżenica (3)";21.4;
3019044;"Łobżenica - urban area (4)";26.2;
3019045;"Łobżenica - rural area (5)";19.3;
3019053;"Miasteczko Krajeńskie (3)";20.0;
3019054;"Miasteczko Krajeńskie - urban area (4)";20.3;
3019055;"Miasteczko Krajeńskie - rural area (5)";19.8;
3019062;"Szydłowo (2)";16.7;
3019073;"Ujście (3)";21.8;
3019074;"Ujście - urban area (4)";24.9;
3019075;"Ujście - rural area (5)";19.3;
3019083;"Wyrzysk (3)";21.4;
3019084;"Wyrzysk - urban area (4)";23.0;
3019085;"Wyrzysk - rural area (5)";20.4;
3019093;"Wysoka (3)";21.6;
3019094;"Wysoka - urban area (4)";24.2;
3019095;"Wysoka - rural area (5)";19.8;
3020013;"Chocz (3)";21.1;
3020014;"Chocz - urban area (4)";22.1;
3020015;"Chocz - rural area (5)";20.6;
3020022;"Czermin (2)";20.4;
3020033;"Dobrzyca (3)";22.4;
3020034;"Dobrzyca - urban area (4)";24.2;
3020035;"Dobrzyca - rural area (5)";21.3;
3020042;"Gizałki (2)";18.7;
3020052;"Gołuchów (2)";19.6;
3020063;"Pleszew (3)";23.9;
3020064;"Pleszew - urban area (4)";26.6;
3020065;"Pleszew - rural area (5)";20.2;
3021011;"Luboń (1)";20.1;
3021021;"Puszczykowo (1)";28.1;
3021033;"Buk (3)";19.9;
3021034;"Buk - urban area (4)";24.3;
3021035;"Buk - rural area (5)";16.6;
3021042;"Czerwonak (2)";21.1;
3021052;"Dopiewo (2)";12.5;
3021062;"Kleszczewo (2)";11.3;
3021072;"Komorniki (2)";11.8;
3021083;"Kostrzyn (3)";18.0;
3021084;"Kostrzyn - urban area (4)";21.4;
3021085;"Kostrzyn - rural area (5)";14.9;
3021093;"Kórnik (3)";13.4;
3021094;"Kórnik - urban area (4)";20.4;
3021095;"Kórnik - rural area (5)";11.5;
3021103;"Mosina (3)";18.7;
3021104;"Mosina - urban area (4)";22.7;
3021105;"Mosina - rural area (5)";15.9;
3021113;"Murowana Goślina (3)";20.6;
3021114;"Murowana Goślina - urban area (4)";22.0;
3021115;"Murowana Goślina - rural area (5)";18.3;
3021123;"Pobiedziska (3)";19.7;
3021124;"Pobiedziska - urban area (4)";20.2;
3021125;"Pobiedziska - rural area (5)";19.3;
3021132;"Rokietnica (2)";12.9;
3021143;"Stęszew (3)";20.6;
3021144;"Stęszew - urban area (4)";22.5;
3021145;"Stęszew - rural area (5)";19.4;
3021152;"Suchy Las (2)";18.4;
3021163;"Swarzędz (3)";17.8;
3021164;"Swarzędz - urban area (4)";24.0;
3021165;"Swarzędz - rural area (5)";11.6;
3021172;"Tarnowo Podgórne (2)";17.1;
3022013;"Bojanowo (3)";22.1;
3022014;"Bojanowo - urban area (4)";24.1;
3022015;"Bojanowo - rural area (5)";21.0;
3022023;"Jutrosin (3)";19.3;
3022024;"Jutrosin - urban area (4)";22.7;
3022025;"Jutrosin - rural area (5)";18.0;
3022033;"Miejska Górka (3)";21.5;
3022034;"Miejska Górka - urban area (4)";22.8;
3022035;"Miejska Górka - rural area (5)";20.8;
3022042;"Pakosław (2)";19.8;
3022053;"Rawicz (3)";22.6;
3022054;"Rawicz - urban area (4)";25.4;
3022055;"Rawicz - rural area (5)";17.3;
3023011;"Słupca (1)";28.5;
3023022;"Lądek (2)";22.1;
3023032;"Orchowo (2)";23.2;
3023042;"Ostrowite (2)";22.2;
3023052;"Powidz (2)";26.1;
3023062;"Słupca (2)";18.2;
3023072;"Strzałkowo (2)";20.4;
3023083;"Zagórów (3)";21.2;
3023084;"Zagórów - urban area (4)";23.2;
3023085;"Zagórów - rural area (5)";20.2;
3024011;"Obrzycko (1)";20.0;
3024022;"Duszniki (2)";18.6;
3024032;"Kaźmierz (2)";17.8;
3024042;"Obrzycko (2)";20.0;
3024053;"Ostroróg (3)";20.9;
3024054;"Ostroróg - urban area (4)";24.7;
3024055;"Ostroróg - rural area (5)";18.5;
3024063;"Pniewy (3)";20.6;
3024064;"Pniewy - urban area (4)";21.5;
3024065;"Pniewy - rural area (5)";18.9;
3024073;"Szamotuły (3)";22.2;
3024074;"Szamotuły - urban area (4)";25.3;
3024075;"Szamotuły - rural area (5)";17.4;
3024083;"Wronki (3)";23.0;
3024084;"Wronki - urban area (4)";26.4;
3024085;"Wronki - rural area (5)";18.6;
3025012;"Dominowo (2)";17.6;
3025022;"Krzykosy (2)";18.5;
3025032;"Nowe Miasto nad Wartą (2)";20.0;
3025043;"Środa Wielkopolska (3)";21.2;
3025044;"Środa Wielkopolska - urban area (4)";22.1;
3025045;"Środa Wielkopolska - rural area (5)";18.7;
3025052;"Zaniemyśl (2)";20.1;
3026012;"Brodnica (2)";19.2;
3026023;"Dolsk (3)";19.0;
3026024;"Dolsk - urban area (4)";20.8;
3026025;"Dolsk - rural area (5)";18.4;
3026033;"Książ Wielkopolski (3)";20.1;
3026034;"Książ Wielkopolski - urban area (4)";22.9;
3026035;"Książ Wielkopolski - rural area (5)";18.8;
3026043;"Śrem (3)";21.8;
3026044;"Śrem - urban area (4)";25.3;
3026045;"Śrem - rural area (5)";15.1;
3027011;"Turek (1)";28.5;
3027022;"Brudzew (2)";20.6;
3027033;"Dobra (3)";24.3;
3027034;"Dobra - urban area (4)";25.2;
3027035;"Dobra - rural area (5)";24.0;
3027042;"Kawęczyn (2)";21.3;
3027052;"Malanów (2)";18.1;
3027062;"Przykona (2)";19.1;
3027073;"Tuliszków (3)";20.1;
3027074;"Tuliszków - urban area (4)";23.7;
3027075;"Tuliszków - rural area (5)";18.6;
3027082;"Turek (2)";15.6;
3027092;"Władysławów (2)";18.3;
3028011;"Wągrowiec (1)";23.1;
3028022;"Damasławek (2)";23.0;
3028033;"Gołańcz (3)";20.6;
3028034;"Gołańcz - urban area (4)";23.4;
3028035;"Gołańcz - rural area (5)";18.6;
3028042;"Mieścisko (2)";20.3;
3028053;"Skoki (3)";18.4;
3028054;"Skoki - urban area (4)";19.0;
3028055;"Skoki - rural area (5)";17.9;
3028062;"Wapno (2)";23.4;
3028072;"Wągrowiec (2)";17.5;
3029012;"Przemęt (2)";19.4;
3029022;"Siedlec (2)";19.2;
3029033;"Wolsztyn (3)";21.6;
3029034;"Wolsztyn - urban area (4)";28.0;
3029035;"Wolsztyn - rural area (5)";17.4;
3030012;"Kołaczkowo (2)";20.6;
3030023;"Miłosław (3)";22.2;
3030024;"Miłosław - urban area (4)";23.4;
3030025;"Miłosław - rural area (5)";21.6;
3030033;"Nekla (3)";18.7;
3030034;"Nekla - urban area (4)";19.7;
3030035;"Nekla - rural area (5)";17.8;
3030043;"Pyzdry (3)";22.7;
3030044;"Pyzdry - urban area (4)";24.5;
3030045;"Pyzdry - rural area (5)";21.2;
3030053;"Września (3)";21.2;
3030054;"Września - urban area (4)";22.7;
3030055;"Września - rural area (5)";18.1;
3031011;"Złotów (1)";24.5;
3031023;"Jastrowie (3)";23.0;
3031024;"Jastrowie - urban area (4)";23.2;
3031025;"Jastrowie - rural area (5)";22.3;
3031033;"Krajenka (3)";20.0;
3031034;"Krajenka - urban area (4)";23.0;
3031035;"Krajenka - rural area (5)";17.3;
3031042;"Lipka (2)";20.4;
3031053;"Okonek (3)";22.9;
3031054;"Okonek - urban area (4)";23.9;
3031055;"Okonek - rural area (5)";22.0;
3031062;"Tarnówka (2)";19.9;
3031072;"Zakrzewo (2)";18.3;
3031082;"Złotów (2)";16.3;
3061011;"Kalisz (1)";28.0;
3062011;"Konin (1)";29.5;
3063011;"Leszno (1)";26.0;
3064011;"Poznań (1)";24.1;
3201011;"Białogard (1)";25.8;
3201022;"Białogard (2)";19.5;
3201033;"Karlino (3)";22.1;
3201034;"Karlino - urban area (4)";23.1;
3201035;"Karlino - rural area (5)";20.3;
3201043;"Tychowo (3)";22.6;
3201044;"Tychowo - urban area (4)";24.1;
3201045;"Tychowo - rural area (5)";21.7;
3202012;"Bierzwnik (2)";26.1;
3202023;"Choszczno (3)";25.6;
3202024;"Choszczno - urban area (4)";28.4;
3202025;"Choszczno - rural area (5)";19.2;
3202033;"Drawno (3)";27.1;
3202034;"Drawno - urban area (4)";28.0;
3202035;"Drawno - rural area (5)";26.2;
3202042;"Krzęcin (2)";23.9;
3202053;"Pełczyce (3)";21.7;
3202054;"Pełczyce - urban area (4)";22.9;
3202055;"Pełczyce - rural area (5)";21.1;
3202063;"Recz (3)";23.8;
3202064;"Recz - urban area (4)";25.7;
3202065;"Recz - rural area (5)";21.6;
3203013;"Czaplinek (3)";24.1;
3203014;"Czaplinek - urban area (4)";26.3;
3203015;"Czaplinek - rural area (5)";20.8;
3203023;"Drawsko Pomorskie (3)";25.1;
3203024;"Drawsko Pomorskie - urban area (4)";25.4;
3203025;"Drawsko Pomorskie - rural area (5)";24.7;
3203033;"Kalisz Pomorski (3)";22.0;
3203034;"Kalisz Pomorski - urban area (4)";23.9;
3203035;"Kalisz Pomorski - rural area (5)";19.3;
3203052;"Wierzchowo (2)";24.8;
3203063;"Złocieniec (3)";25.4;
3203064;"Złocieniec - urban area (4)";25.9;
3203065;"Złocieniec - rural area (5)";23.6;
3204023;"Goleniów (3)";22.2;
3204024;"Goleniów - urban area (4)";25.5;
3204025;"Goleniów - rural area (5)";17.7;
3204033;"Maszewo (3)";19.6;
3204034;"Maszewo - urban area (4)";21.2;
3204035;"Maszewo - rural area (5)";18.5;
3204043;"Nowogard (3)";24.1;
3204044;"Nowogard - urban area (4)";27.0;
3204045;"Nowogard - rural area (5)";18.3;
3204052;"Osina (2)";20.1;
3204062;"Przybiernów (2)";23.1;
3204073;"Stepnica (3)";21.5;
3204074;"Stepnica - urban area (4)";21.2;
3204075;"Stepnica - rural area (5)";22.0;
3205012;"Brojce (2)";21.2;
3205023;"Gryfice (3)";24.8;
3205024;"Gryfice - urban area (4)";27.5;
3205025;"Gryfice - rural area (5)";19.3;
3205032;"Karnice (2)";24.0;
3205043;"Płoty (3)";22.1;
3205044;"Płoty - urban area (4)";25.6;
3205045;"Płoty - rural area (5)";19.2;
3205072;"Rewal (2)";26.5;
3205083;"Trzebiatów (3)";24.3;
3205084;"Trzebiatów - urban area (4)";25.6;
3205085;"Trzebiatów - rural area (5)";22.0;
3206012;"Banie (2)";23.4;
3206023;"Cedynia (3)";22.2;
3206024;"Cedynia - urban area (4)";24.1;
3206025;"Cedynia - rural area (5)";21.1;
3206033;"Chojna (3)";22.2;
3206034;"Chojna - urban area (4)";22.1;
3206035;"Chojna - rural area (5)";22.3;
3206043;"Gryfino (3)";25.2;
3206044;"Gryfino - urban area (4)";27.5;
3206045;"Gryfino - rural area (5)";21.0;
3206053;"Mieszkowice (3)";21.9;
3206054;"Mieszkowice - urban area (4)";22.3;
3206055;"Mieszkowice - rural area (5)";21.4;
3206063;"Moryń (3)";24.3;
3206064;"Moryń - urban area (4)";25.6;
3206065;"Moryń - rural area (5)";23.5;
3206072;"Stare Czarnowo (2)";24.0;
3206083;"Trzcińsko-Zdrój (3)";24.5;
3206084;"Trzcińsko-Zdrój - urban area (4)";28.8;
3206085;"Trzcińsko-Zdrój - rural area (5)";21.1;
3206092;"Widuchowa (2)";21.8;
3207013;"Dziwnów (3)";30.2;
3207014;"Dziwnów - urban area (4)";31.4;
3207015;"Dziwnów - rural area (5)";28.0;
3207023;"Golczewo (3)";24.3;
3207024;"Golczewo - urban area (4)";26.8;
3207025;"Golczewo - rural area (5)";22.3;
3207033;"Kamień Pomorski (3)";28.2;
3207034;"Kamień Pomorski - urban area (4)";31.4;
3207035;"Kamień Pomorski - rural area (5)";23.0;
3207043;"Międzyzdroje (3)";29.4;
3207044;"Międzyzdroje - urban area (4)";30.2;
3207045;"Międzyzdroje - rural area (5)";26.0;
3207052;"Świerzno (2)";23.7;
3207063;"Wolin (3)";25.9;
3207064;"Wolin - urban area (4)";27.8;
3207065;"Wolin - rural area (5)";24.6;
3208011;"Kołobrzeg (1)";30.6;
3208022;"Dygowo (2)";22.8;
3208033;"Gościno (3)";21.0;
3208034;"Gościno - urban area (4)";22.9;
3208035;"Gościno - rural area (5)";19.1;
3208042;"Kołobrzeg (2)";20.7;
3208052;"Rymań (2)";22.4;
3208062;"Siemyśl (2)";18.4;
3208072;"Ustronie Morskie (2)";24.0;
3209012;"Będzino (2)";21.8;
3209022;"Biesiekierz (2)";18.9;
3209033;"Bobolice (3)";22.9;
3209034;"Bobolice - urban area (4)";24.9;
3209035;"Bobolice - rural area (5)";21.3;
3209042;"Manowo (2)";22.2;
3209053;"Mielno (3)";28.7;
3209054;"Mielno - urban area (4)";31.6;
3209055;"Mielno - rural area (5)";24.6;
3209063;"Polanów (3)";23.7;
3209064;"Polanów - urban area (4)";22.7;
3209065;"Polanów - rural area (5)";24.2;
3209073;"Sianów (3)";20.5;
3209074;"Sianów - urban area (4)";22.4;
3209075;"Sianów - rural area (5)";18.9;
3209082;"Świeszyno (2)";16.7;
3210013;"Barlinek (3)";24.8;
3210014;"Barlinek - urban area (4)";27.0;
3210015;"Barlinek - rural area (5)";19.2;
3210022;"Boleszkowice (2)";20.4;
3210033;"Dębno (3)";23.3;
3210034;"Dębno - urban area (4)";25.8;
3210035;"Dębno - rural area (5)";18.4;
3210043;"Myślibórz (3)";26.8;
3210044;"Myślibórz - urban area (4)";30.6;
3210045;"Myślibórz - rural area (5)";21.9;
3210052;"Nowogródek Pomorski (2)";19.9;
3211012;"Dobra (Szczecińska) (2)";14.4;
3211022;"Kołbaskowo (2)";14.4;
3211033;"Nowe Warpno (3)";29.1;
3211034;"Nowe Warpno - urban area (4)";31.5;
3211035;"Nowe Warpno - rural area (5)";23.9;
3211043;"Police (3)";24.6;
3211044;"Police - urban area (4)";25.6;
3211045;"Police - rural area (5)";21.4;
3212012;"Bielice (2)";20.5;
3212022;"Kozielice (2)";21.4;
3212033;"Lipiany (3)";27.0;
3212034;"Lipiany - urban area (4)";27.8;
3212035;"Lipiany - rural area (5)";25.2;
3212042;"Przelewice (2)";23.9;
3212053;"Pyrzyce (3)";26.0;
3212054;"Pyrzyce - urban area (4)";27.5;
3212055;"Pyrzyce - rural area (5)";23.2;
3212062;"Warnice (2)";22.8;
3213011;"Darłowo (1)";28.9;
3213021;"Sławno (1)";27.8;
3213032;"Darłowo (2)";20.4;
3213042;"Malechowo (2)";21.9;
3213052;"Postomino (2)";20.6;
3213062;"Sławno (2)";19.4;
3214011;"Stargard (1)";26.5;
3214023;"Chociwel (3)";23.7;
3214024;"Chociwel - urban area (4)";25.7;
3214025;"Chociwel - rural area (5)";21.2;
3214033;"Dobrzany (3)";24.4;
3214034;"Dobrzany - urban area (4)";26.9;
3214035;"Dobrzany - rural area (5)";22.2;
3214042;"Dolice (2)";22.1;
3214053;"Ińsko (3)";27.2;
3214054;"Ińsko - urban area (4)";29.5;
3214055;"Ińsko - rural area (5)";24.1;
3214062;"Kobylanka (2)";19.4;
3214082;"Marianowo (2)";20.6;
3214092;"Stara Dąbrowa (2)";19.6;
3214102;"Stargard (2)";15.7;
3214113;"Suchań (3)";21.8;
3214114;"Suchań - urban area (4)";21.5;
3214115;"Suchań - rural area (5)";21.9;
3215011;"Szczecinek (1)";26.7;
3215023;"Barwice (3)";23.0;
3215024;"Barwice - urban area (4)";25.3;
3215025;"Barwice - rural area (5)";21.2;
3215033;"Biały Bór (3)";25.1;
3215034;"Biały Bór - urban area (4)";26.8;
3215035;"Biały Bór - rural area (5)";23.8;
3215043;"Borne Sulinowo (3)";27.0;
3215044;"Borne Sulinowo - urban area (4)";30.0;
3215045;"Borne Sulinowo - rural area (5)";23.7;
3215052;"Grzmiąca (2)";23.5;
3215062;"Szczecinek (2)";20.5;
3216011;"Świdwin (1)";26.1;
3216022;"Brzeżno (2)";22.7;
3216033;"Połczyn-Zdrój (3)";28.1;
3216034;"Połczyn-Zdrój - urban area (4)";31.6;
3216035;"Połczyn-Zdrój - rural area (5)";24.1;
3216042;"Rąbino (2)";23.1;
3216052;"Sławoborze (2)";23.5;
3216062;"Świdwin (2)";22.7;
3217011;"Wałcz (1)";27.1;
3217023;"Człopa (3)";23.9;
3217024;"Człopa - urban area (4)";27.6;
3217025;"Człopa - rural area (5)";20.6;
3217033;"Mirosławiec (3)";21.5;
3217034;"Mirosławiec - urban area (4)";22.3;
3217035;"Mirosławiec - rural area (5)";20.4;
3217043;"Tuczno (3)";24.2;
3217044;"Tuczno - urban area (4)";26.9;
3217045;"Tuczno - rural area (5)";22.5;
3217052;"Wałcz (2)";20.6;
3218013;"Dobra (3)";23.9;
3218014;"Dobra - urban area (4)";26.6;
3218015;"Dobra - rural area (5)";21.0;
3218023;"Łobez (3)";26.3;
3218024;"Łobez - urban area (4)";28.1;
3218025;"Łobez - rural area (5)";21.1;
3218032;"Radowo Małe (2)";25.5;
3218043;"Resko (3)";25.1;
3218044;"Resko - urban area (4)";28.7;
3218045;"Resko - rural area (5)";21.0;
3218053;"Węgorzyno (3)";23.8;
3218054;"Węgorzyno - urban area (4)";25.7;
3218055;"Węgorzyno - rural area (5)";22.4;
3261011;"Koszalin (1)";27.8;
3262011;"Szczecin (1)";26.0;
3263011;"Świnoujście (1)";29.1;
