"Code";"Name";"total;place of residence;as of 30 June;total;2024;[person]";"in urban areas;place of residence;as of 30 June;total;2024;[person]";"in rural areas;place of residence;as of 30 June;total;2024;[person]";
3006000;"Powiat jarociński";69624;29696;39928;
3006000;"Powiat jarociński - URBAN-RURAL GMINAS";62699;29696;33003;
3006013;"Jaraczewo (3)";7591;1377;6214;
3006014;"Jaraczewo - urban area (4)";1377;1377;0;
3006015;"Jaraczewo - rural area (5)";6214;0;6214;
3006023;"Jarocin (3)";45399;26253;19146;
3006024;"Jarocin - urban area (4)";26253;26253;0;
3006025;"Jarocin - rural area (5)";19146;0;19146;
3006032;"Kotlin (2)";6925;0;6925;
3006043;"Żerków (3)";9709;2066;7643;
3006044;"Żerków - urban area (4)";2066;2066;0;
3006045;"Żerków - rural area (5)";7643;0;7643;
3007000;"Powiat kaliski";82052;6663;75389;
3007000;"Powiat kaliski - URBAN-RURAL GMINAS";24519;6663;17856;
3007012;"Blizanów (2)";10070;0;10070;
3007022;"Brzeziny (2)";5734;0;5734;
3007032;"Ceków-Kolonia (2)";4720;0;4720;
3007042;"Godziesze Wielkie (2)";10189;0;10189;
3007053;"Koźminek (3)";7293;1825;5468;
3007054;"Koźminek - urban area (4)";1825;1825;0;
3007055;"Koźminek - rural area (5)";5468;0;5468;
3007062;"Lisków (2)";5100;0;5100;
3007072;"Mycielin (2)";4619;0;4619;
3007083;"Opatówek (3)";10626;3486;7140;
3007084;"Opatówek - urban area (4)";3486;3486;0;
3007085;"Opatówek - rural area (5)";7140;0;7140;
3007093;"Stawiszyn (3)";6600;1352;5248;
3007094;"Stawiszyn - urban area (4)";1352;1352;0;
3007095;"Stawiszyn - rural area (5)";5248;0;5248;
3007102;"Szczytniki (2)";7521;0;7521;
3007112;"Żelazków (2)";9580;0;9580;
3008000;"Powiat kępiński";55792;14763;41029;
3008000;"Powiat kępiński - URBAN-RURAL GMINAS";27605;14763;12842;
3008012;"Baranów (2)";8283;0;8283;
3008022;"Bralin (2)";6108;0;6108;
3008033;"Kępno (3)";24033;13429;10604;
3008034;"Kępno - urban area (4)";13429;13429;0;
3008035;"Kępno - rural area (5)";10604;0;10604;
3008042;"Łęka Opatowska (2)";5108;0;5108;
3008052;"Perzów (2)";3770;0;3770;
3008063;"Rychtal (3)";3572;1334;2238;
3008064;"Rychtal - urban area (4)";1334;1334;0;
3008065;"Rychtal - rural area (5)";2238;0;2238;
3008072;"Trzcinica (2)";4918;0;4918;
3009000;"Powiat kolski";81197;28315;52882;
3009000;"Powiat kolski - URBAN GMINAS";19284;19284;0;
3009000;"Powiat kolski - URBAN-RURAL GMINAS";21329;9031;12298;
3009011;"Koło (1)";19284;19284;0;
3009022;"Babiak (2)";7279;0;7279;
3009032;"Chodów (2)";2790;0;2790;
3009043;"Dąbie (3)";5687;1694;3993;
3009044;"Dąbie - urban area (4)";1694;1694;0;
3009045;"Dąbie - rural area (5)";3993;0;3993;
3009052;"Grzegorzew (2)";5339;0;5339;
3009063;"Kłodawa (3)";11752;5824;5928;
3009064;"Kłodawa - urban area (4)";5824;5824;0;
3009065;"Kłodawa - rural area (5)";5928;0;5928;
3009072;"Koło (2)";7986;0;7986;
3009082;"Kościelec (2)";6779;0;6779;
3009092;"Olszówka (2)";4110;0;4110;
3009102;"Osiek Mały (2)";6301;0;6301;
3009113;"Przedecz (3)";3890;1513;2377;
3009114;"Przedecz - urban area (4)";1513;1513;0;
3009115;"Przedecz - rural area (5)";2377;0;2377;
3010000;"Powiat koniński";128650;16891;111759;
3010000;"Powiat koniński - URBAN-RURAL GMINAS";53847;16891;36956;
3010013;"Golina (3)";12366;4259;8107;
3010014;"Golina - urban area (4)";4259;4259;0;
3010015;"Golina - rural area (5)";8107;0;8107;
3010022;"Grodziec (2)";4931;0;4931;
3010032;"Kazimierz Biskupi (2)";11525;0;11525;
3010043;"Kleczew (3)";9569;3858;5711;
3010044;"Kleczew - urban area (4)";3858;3858;0;
3010045;"Kleczew - rural area (5)";5711;0;5711;
3010052;"Kramsk (2)";11615;0;11615;
3010062;"Krzymów (2)";8302;0;8302;
3010073;"Rychwał (3)";7977;2375;5602;
3010074;"Rychwał - urban area (4)";2375;2375;0;
3010075;"Rychwał - rural area (5)";5602;0;5602;
3010082;"Rzgów (2)";7106;0;7106;
3010092;"Skulsk (2)";5698;0;5698;
3010103;"Sompolno (3)";10009;3301;6708;
3010104;"Sompolno - urban area (4)";3301;3301;0;
3010105;"Sompolno - rural area (5)";6708;0;6708;
3010112;"Stare Miasto (2)";12991;0;12991;
3010123;"Ślesin (3)";13926;3098;10828;
3010124;"Ślesin - urban area (4)";3098;3098;0;
3010125;"Ślesin - rural area (5)";10828;0;10828;
3010132;"Wierzbinek (2)";6888;0;6888;
3010142;"Wilczyn (2)";5747;0;5747;
3011000;"Powiat kościański";77031;35618;41413;
3011000;"Powiat kościański - URBAN GMINAS";23267;23267;0;
3011000;"Powiat kościański - URBAN-RURAL GMINAS";37890;12351;25539;
3011011;"Kościan (1)";23267;23267;0;
3011023;"Czempiń (3)";11416;5070;6346;
3011024;"Czempiń - urban area (4)";5070;5070;0;
3011025;"Czempiń - rural area (5)";6346;0;6346;
3011032;"Kościan (2)";15874;0;15874;
3011043;"Krzywiń (3)";9452;1653;7799;
3011044;"Krzywiń - urban area (4)";1653;1653;0;
3011045;"Krzywiń - rural area (5)";7799;0;7799;
3011053;"Śmigiel (3)";17022;5628;11394;
3011054;"Śmigiel - urban area (4)";5628;5628;0;
3011055;"Śmigiel - rural area (5)";11394;0;11394;
3012000;"Powiat krotoszyński";74709;44366;30343;
3012000;"Powiat krotoszyński - URBAN GMINAS";2729;2729;0;
3012000;"Powiat krotoszyński - URBAN-RURAL GMINAS";67052;41637;25415;
3012011;"Sulmierzyce (1)";2729;2729;0;
3012023;"Kobylin (3)";7663;3196;4467;
3012024;"Kobylin - urban area (4)";3196;3196;0;
3012025;"Kobylin - rural area (5)";4467;0;4467;
3012033;"Koźmin Wielkopolski (3)";12515;6091;6424;
3012034;"Koźmin Wielkopolski - urban area (4)";6091;6091;0;
3012035;"Koźmin Wielkopolski - rural area (5)";6424;0;6424;
3012043;"Krotoszyn (3)";39277;28060;11217;
3012044;"Krotoszyn - urban area (4)";28060;28060;0;
3012045;"Krotoszyn - rural area (5)";11217;0;11217;
3012052;"Rozdrażew (2)";4928;0;4928;
3012063;"Zduny (3)";7597;4290;3307;
3012064;"Zduny - urban area (4)";4290;4290;0;
3012065;"Zduny - rural area (5)";3307;0;3307;
3013000;"Powiat leszczyński";60254;5300;54954;
3013000;"Powiat leszczyński - URBAN-RURAL GMINAS";19961;5300;14661;
3013012;"Krzemieniewo (2)";7751;0;7751;
3013022;"Lipno (2)";10041;0;10041;
3013033;"Osieczna (3)";9322;2440;6882;
3013034;"Osieczna - urban area (4)";2440;2440;0;
3013035;"Osieczna - rural area (5)";6882;0;6882;
3013043;"Rydzyna (3)";10639;2860;7779;
3013044;"Rydzyna - urban area (4)";2860;2860;0;
3013045;"Rydzyna - rural area (5)";7779;0;7779;
3013052;"Święciechowa (2)";8822;0;8822;
3013062;"Wijewo (2)";3725;0;3725;
3013072;"Włoszakowice (2)";9954;0;9954;
3014000;"Powiat międzychodzki";35540;15702;19838;
3014000;"Powiat międzychodzki - URBAN-RURAL GMINAS";26283;15702;10581;
3014012;"Chrzypsko Wielkie (2)";3192;0;3192;
3014022;"Kwilcz (2)";6065;0;6065;
3014033;"Międzychód (3)";17802;9905;7897;
3014034;"Międzychód - urban area (4)";9905;9905;0;
3014035;"Międzychód - rural area (5)";7897;0;7897;
3014043;"Sieraków (3)";8481;5797;2684;
3014044;"Sieraków - urban area (4)";5797;5797;0;
3014045;"Sieraków - rural area (5)";2684;0;2684;
3015000;"Powiat nowotomyski";75150;32671;42479;
3015000;"Powiat nowotomyski - URBAN-RURAL GMINAS";66110;32671;33439;
3015012;"Kuślin (2)";5133;0;5133;
3015023;"Lwówek (3)";8691;2912;5779;
3015024;"Lwówek - urban area (4)";2912;2912;0;
3015025;"Lwówek - rural area (5)";5779;0;5779;
3015032;"Miedzichowo (2)";3907;0;3907;
3015043;"Nowy Tomyśl (3)";27799;13474;14325;
3015044;"Nowy Tomyśl - urban area (4)";13474;13474;0;
3015045;"Nowy Tomyśl - rural area (5)";14325;0;14325;
3015053;"Opalenica (3)";15941;9262;6679;
3015054;"Opalenica - urban area (4)";9262;9262;0;
3015055;"Opalenica - rural area (5)";6679;0;6679;
3015063;"Zbąszyń (3)";13679;7023;6656;
3015064;"Zbąszyń - urban area (4)";7023;7023;0;
3015065;"Zbąszyń - rural area (5)";6656;0;6656;
3016000;"Powiat obornicki";58730;27873;30857;
3016000;"Powiat obornicki - URBAN-RURAL GMINAS";51945;27873;24072;
3016013;"Oborniki (3)";34061;17139;16922;
3016014;"Oborniki - urban area (4)";17139;17139;0;
3016015;"Oborniki - rural area (5)";16922;0;16922;
3016023;"Rogoźno (3)";17884;10734;7150;
3016024;"Rogoźno - urban area (4)";10734;10734;0;
3016025;"Rogoźno - rural area (5)";7150;0;7150;
3016032;"Ryczywół (2)";6785;0;6785;
3017000;"Powiat ostrowski";158154;80519;77635;
3017000;"Powiat ostrowski - URBAN GMINAS";68949;68949;0;
3017000;"Powiat ostrowski - URBAN-RURAL GMINAS";41864;11570;30294;
3017011;"Ostrów Wielkopolski (1)";68949;68949;0;
3017023;"Nowe Skalmierzyce (3)";16006;4557;11449;
3017024;"Nowe Skalmierzyce - urban area (4)";4557;4557;0;
3017025;"Nowe Skalmierzyce - rural area (5)";11449;0;11449;
3017033;"Odolanów (3)";14462;4925;9537;
3017034;"Odolanów - urban area (4)";4925;4925;0;
3017035;"Odolanów - rural area (5)";9537;0;9537;
3017042;"Ostrów Wielkopolski (2)";19448;0;19448;
3017052;"Przygodzice (2)";12401;0;12401;
3017063;"Raszków (3)";11396;2088;9308;
3017064;"Raszków - urban area (4)";2088;2088;0;
3017065;"Raszków - rural area (5)";9308;0;9308;
3017072;"Sieroszewice (2)";9277;0;9277;
3017082;"Sośnie (2)";6215;0;6215;
3018000;"Powiat ostrzeszowski";54494;17083;37411;
3018000;"Powiat ostrzeszowski - URBAN-RURAL GMINAS";37211;17083;20128;
3018012;"Czajków (2)";2452;0;2452;
3018022;"Doruchów (2)";5049;0;5049;
3018033;"Grabów nad Prosną (3)";7706;1899;5807;
3018034;"Grabów nad Prosną - urban area (4)";1899;1899;0;
3018035;"Grabów nad Prosną - rural area (5)";5807;0;5807;
3018042;"Kobyla Góra (2)";6257;0;6257;
3018052;"Kraszewice (2)";3525;0;3525;
3018063;"Mikstat (3)";5798;1687;4111;
3018064;"Mikstat - urban area (4)";1687;1687;0;
3018065;"Mikstat - rural area (5)";4111;0;4111;
3018073;"Ostrzeszów (3)";23707;13497;10210;
3018074;"Ostrzeszów - urban area (4)";13497;13497;0;
3018075;"Ostrzeszów - rural area (5)";10210;0;10210;
3019000;"Powiat pilski";130059;87231;42828;
3019000;"Powiat pilski - URBAN GMINAS";69748;69748;0;
3019000;"Powiat pilski - URBAN-RURAL GMINAS";45999;17483;28516;
3019011;"Piła (1)";69748;69748;0;
3019022;"Białośliwie (2)";4514;0;4514;
3019033;"Kaczory (3)";7429;2757;4672;
3019034;"Kaczory - urban area (4)";2757;2757;0;
3019035;"Kaczory - rural area (5)";4672;0;4672;
3019043;"Łobżenica (3)";8960;2747;6213;
3019044;"Łobżenica - urban area (4)";2747;2747;0;
3019045;"Łobżenica - rural area (5)";6213;0;6213;
3019053;"Miasteczko Krajeńskie (3)";3043;1067;1976;
3019054;"Miasteczko Krajeńskie - urban area (4)";1067;1067;0;
3019055;"Miasteczko Krajeńskie - rural area (5)";1976;0;1976;
3019062;"Szydłowo (2)";9798;0;9798;
3019073;"Ujście (3)";7558;3335;4223;
3019074;"Ujście - urban area (4)";3335;3335;0;
3019075;"Ujście - rural area (5)";4223;0;4223;
3019083;"Wyrzysk (3)";12984;5071;7913;
3019084;"Wyrzysk - urban area (4)";5071;5071;0;
3019085;"Wyrzysk - rural area (5)";7913;0;7913;
3019093;"Wysoka (3)";6025;2506;3519;
3019094;"Wysoka - urban area (4)";2506;2506;0;
3019095;"Wysoka - rural area (5)";3519;0;3519;
3020000;"Powiat pleszewski";61082;21108;39974;
3020000;"Powiat pleszewski - URBAN-RURAL GMINAS";40869;21108;19761;
3020013;"Chocz (3)";4362;1610;2752;
3020014;"Chocz - urban area (4)";1610;1610;0;
3020015;"Chocz - rural area (5)";2752;0;2752;
3020022;"Czermin (2)";4786;0;4786;
3020033;"Dobrzyca (3)";7596;2919;4677;
3020034;"Dobrzyca - urban area (4)";2919;2919;0;
3020035;"Dobrzyca - rural area (5)";4677;0;4677;
3020042;"Gizałki (2)";4406;0;4406;
3020052;"Gołuchów (2)";11021;0;11021;
3020063;"Pleszew (3)";28911;16579;12332;
3020064;"Pleszew - urban area (4)";16579;16579;0;
3020065;"Pleszew - rural area (5)";12332;0;12332;
3021000;"Powiat poznański";451991;134171;317820;
3021000;"Powiat poznański - URBAN GMINAS";42106;42106;0;
3021000;"Powiat poznański - URBAN-RURAL GMINAS";217306;92065;125241;
3021011;"Luboń (1)";32849;32849;0;
3021021;"Puszczykowo (1)";9257;9257;0;
3021033;"Buk (3)";12944;5502;7442;
3021034;"Buk - urban area (4)";5502;5502;0;
3021035;"Buk - rural area (5)";7442;0;7442;
3021042;"Czerwonak (2)";28124;0;28124;
3021052;"Dopiewo (2)";36300;0;36300;
3021062;"Kleszczewo (2)";11864;0;11864;
3021072;"Komorniki (2)";36919;0;36919;
3021083;"Kostrzyn (3)";20510;9861;10649;
3021084;"Kostrzyn - urban area (4)";9861;9861;0;
3021085;"Kostrzyn - rural area (5)";10649;0;10649;
3021093;"Kórnik (3)";37371;8125;29246;
3021094;"Kórnik - urban area (4)";8125;8125;0;
3021095;"Kórnik - rural area (5)";29246;0;29246;
3021103;"Mosina (3)";35552;14491;21061;
3021104;"Mosina - urban area (4)";14491;14491;0;
3021105;"Mosina - rural area (5)";21061;0;21061;
3021113;"Murowana Goślina (3)";17070;10290;6780;
3021114;"Murowana Goślina - urban area (4)";10290;10290;0;
3021115;"Murowana Goślina - rural area (5)";6780;0;6780;
3021123;"Pobiedziska (3)";21426;9890;11536;
3021124;"Pobiedziska - urban area (4)";9890;9890;0;
3021125;"Pobiedziska - rural area (5)";11536;0;11536;
3021132;"Rokietnica (2)";24518;0;24518;
3021143;"Stęszew (3)";15560;5856;9704;
3021144;"Stęszew - urban area (4)";5856;5856;0;
3021145;"Stęszew - rural area (5)";9704;0;9704;
3021152;"Suchy Las (2)";20870;0;20870;
3021163;"Swarzędz (3)";56873;28050;28823;
3021164;"Swarzędz - urban area (4)";28050;28050;0;
3021165;"Swarzędz - rural area (5)";28823;0;28823;
3021172;"Tarnowo Podgórne (2)";33984;0;33984;
3022000;"Powiat rawicki";58495;27216;31279;
3022000;"Powiat rawicki - URBAN-RURAL GMINAS";53695;27216;26479;
3022013;"Bojanowo (3)";8163;2782;5381;
3022014;"Bojanowo - urban area (4)";2782;2782;0;
3022015;"Bojanowo - rural area (5)";5381;0;5381;
3022023;"Jutrosin (3)";6871;1844;5027;
3022024;"Jutrosin - urban area (4)";1844;1844;0;
3022025;"Jutrosin - rural area (5)";5027;0;5027;
3022033;"Miejska Górka (3)";8777;3041;5736;
3022034;"Miejska Górka - urban area (4)";3041;3041;0;
3022035;"Miejska Górka - rural area (5)";5736;0;5736;
3022042;"Pakosław (2)";4800;0;4800;
3022053;"Rawicz (3)";29884;19549;10335;
3022054;"Rawicz - urban area (4)";19549;19549;0;
3022055;"Rawicz - rural area (5)";10335;0;10335;
3023000;"Powiat słupecki";57108;15576;41532;
3023000;"Powiat słupecki - URBAN GMINAS";12855;12855;0;
3023000;"Powiat słupecki - URBAN-RURAL GMINAS";8438;2721;5717;
3023011;"Słupca (1)";12855;12855;0;
3023022;"Lądek (2)";5436;0;5436;
3023032;"Orchowo (2)";3550;0;3550;
3023042;"Ostrowite (2)";4741;0;4741;
3023052;"Powidz (2)";2226;0;2226;
3023062;"Słupca (2)";9952;0;9952;
3023072;"Strzałkowo (2)";9910;0;9910;
3023083;"Zagórów (3)";8438;2721;5717;
3023084;"Zagórów - urban area (4)";2721;2721;0;
3023085;"Zagórów - rural area (5)";5717;0;5717;
3024000;"Powiat szamotulski";91677;40907;50770;
3024000;"Powiat szamotulski - URBAN GMINAS";2384;2384;0;
3024000;"Powiat szamotulski - URBAN-RURAL GMINAS";65720;38523;27197;
3024011;"Obrzycko (1)";2384;2384;0;
3024022;"Duszniki (2)";9619;0;9619;
3024032;"Kaźmierz (2)";9535;0;9535;
3024042;"Obrzycko (2)";4419;0;4419;
3024053;"Ostroróg (3)";4739;1837;2902;
3024054;"Ostroróg - urban area (4)";1837;1837;0;
3024055;"Ostroróg - rural area (5)";2902;0;2902;
3024063;"Pniewy (3)";12345;8058;4287;
3024064;"Pniewy - urban area (4)";8058;8058;0;
3024065;"Pniewy - rural area (5)";4287;0;4287;
3024073;"Szamotuły (3)";29973;18178;11795;
3024074;"Szamotuły - urban area (4)";18178;18178;0;
3024075;"Szamotuły - rural area (5)";11795;0;11795;
3024083;"Wronki (3)";18663;10450;8213;
3024084;"Wronki - urban area (4)";10450;10450;0;
3024085;"Wronki - rural area (5)";8213;0;8213;
3025000;"Powiat średzki";60049;24333;35716;
3025000;"Powiat średzki - URBAN-RURAL GMINAS";33735;24333;9402;
3025012;"Dominowo (2)";3464;0;3464;
3025022;"Krzykosy (2)";7366;0;7366;
3025032;"Nowe Miasto nad Wartą (2)";8530;0;8530;
3025043;"Środa Wielkopolska (3)";33735;24333;9402;
3025044;"Środa Wielkopolska - urban area (4)";24333;24333;0;
3025045;"Środa Wielkopolska - rural area (5)";9402;0;9402;
3025052;"Zaniemyśl (2)";6954;0;6954;
3026000;"Powiat śremski";61018;32134;28884;
3026000;"Powiat śremski - URBAN-RURAL GMINAS";56263;32134;24129;
3026012;"Brodnica (2)";4755;0;4755;
3026023;"Dolsk (3)";5779;1551;4228;
3026024;"Dolsk - urban area (4)";1551;1551;0;
3026025;"Dolsk - rural area (5)";4228;0;4228;
3026033;"Książ Wielkopolski (3)";8012;2943;5069;
3026034;"Książ Wielkopolski - urban area (4)";2943;2943;0;
3026035;"Książ Wielkopolski - rural area (5)";5069;0;5069;
3026043;"Śrem (3)";42472;27640;14832;
3026044;"Śrem - urban area (4)";27640;27640;0;
3026045;"Śrem - rural area (5)";14832;0;14832;
3027000;"Powiat turecki";80795;28631;52164;
3027000;"Powiat turecki - URBAN GMINAS";24315;24315;0;
3027000;"Powiat turecki - URBAN-RURAL GMINAS";15906;4316;11590;
3027011;"Turek (1)";24315;24315;0;
3027022;"Brudzew (2)";5890;0;5890;
3027033;"Dobra (3)";5781;1311;4470;
3027034;"Dobra - urban area (4)";1311;1311;0;
3027035;"Dobra - rural area (5)";4470;0;4470;
3027042;"Kawęczyn (2)";4907;0;4907;
3027052;"Malanów (2)";6451;0;6451;
3027062;"Przykona (2)";4626;0;4626;
3027073;"Tuliszków (3)";10125;3005;7120;
3027074;"Tuliszków - urban area (4)";3005;3005;0;
3027075;"Tuliszków - rural area (5)";7120;0;7120;
3027082;"Turek (2)";10825;0;10825;
3027092;"Władysławów (2)";7875;0;7875;
3028000;"Powiat wągrowiecki";68897;35753;33144;
3028000;"Powiat wągrowiecki - URBAN GMINAS";25394;25394;0;
3028000;"Powiat wągrowiecki - URBAN-RURAL GMINAS";23553;10359;13194;
3028011;"Wągrowiec (1)";25394;25394;0;
3028022;"Damasławek (2)";4937;0;4937;
3028033;"Gołańcz (3)";7690;3150;4540;
3028034;"Gołańcz - urban area (4)";3150;3150;0;
3028035;"Gołańcz - rural area (5)";4540;0;4540;
3028043;"Mieścisko (3)";5651;2410;3241;
3028044;"Mieścisko - urban area (4)";2410;2410;0;
3028045;"Mieścisko - rural area (5)";3241;0;3241;
3028053;"Skoki (3)";10212;4799;5413;
3028054;"Skoki - urban area (4)";4799;4799;0;
3028055;"Skoki - rural area (5)";5413;0;5413;
3028062;"Wapno (2)";2668;0;2668;
3028072;"Wągrowiec (2)";12345;0;12345;
3029000;"Powiat wolsztyński";56584;11854;44730;
3029000;"Powiat wolsztyński - URBAN-RURAL GMINAS";30172;11854;18318;
3029012;"Przemęt (2)";13981;0;13981;
3029022;"Siedlec (2)";12431;0;12431;
3029033;"Wolsztyn (3)";30172;11854;18318;
3029034;"Wolsztyn - urban area (4)";11854;11854;0;
3029035;"Wolsztyn - rural area (5)";18318;0;18318;
3030000;"Powiat wrzesiński";78261;41924;36337;
3030000;"Powiat wrzesiński - URBAN-RURAL GMINAS";72719;41924;30795;
3030012;"Kołaczkowo (2)";5542;0;5542;
3030023;"Miłosław (3)";9774;3374;6400;
3030024;"Miłosław - urban area (4)";3374;3374;0;
3030025;"Miłosław - rural area (5)";6400;0;6400;
3030033;"Nekla (3)";7969;3856;4113;
3030034;"Nekla - urban area (4)";3856;3856;0;
3030035;"Nekla - rural area (5)";4113;0;4113;
3030043;"Pyzdry (3)";6476;2935;3541;
3030044;"Pyzdry - urban area (4)";2935;2935;0;
3030045;"Pyzdry - rural area (5)";3541;0;3541;
3030053;"Września (3)";48500;31759;16741;
3030054;"Września - urban area (4)";31759;31759;0;
3030055;"Września - rural area (5)";16741;0;16741;
3031000;"Powiat złotowski";67063;33297;33766;
3031000;"Powiat złotowski - URBAN GMINAS";18025;18025;0;
3031000;"Powiat złotowski - URBAN-RURAL GMINAS";25949;15272;10677;
3031011;"Złotów (1)";18025;18025;0;
3031023;"Jastrowie (3)";10762;8228;2534;
3031024;"Jastrowie - urban area (4)";8228;8228;0;
3031025;"Jastrowie - rural area (5)";2534;0;2534;
3031033;"Krajenka (3)";7332;3452;3880;
3031034;"Krajenka - urban area (4)";3452;3452;0;
3031035;"Krajenka - rural area (5)";3880;0;3880;
3031042;"Lipka (2)";5274;0;5274;
3031053;"Okonek (3)";7855;3592;4263;
3031054;"Okonek - urban area (4)";3592;3592;0;
3031055;"Okonek - rural area (5)";4263;0;4263;
3031062;"Tarnówka (2)";2987;0;2987;
3031072;"Zakrzewo (2)";4796;0;4796;
3031082;"Złotów (2)";10032;0;10032;
3061000;"City with powiat status Kalisz";92533;92533;0;
3061000;"City with powiat status Kalisz - URBAN GMINAS";92533;92533;0;
3061011;"Kalisz (1)";92533;92533;0;
3062000;"City with powiat status Konin";66606;66606;0;
3062000;"City with powiat status Konin - URBAN GMINAS";66606;66606;0;
3062011;"Konin (1)";66606;66606;0;
3063000;"City with powiat status Leszno";59840;59840;0;
3063000;"City with powiat status Leszno - URBAN GMINAS";59840;59840;0;
3063011;"Leszno (1)";59840;59840;0;
3064000;"City with powiat status Poznań";536818;536818;0;
3064000;"City with powiat status Poznań - URBAN GMINAS";536818;536818;0;
3064011;"Poznań (1)";536818;536818;0;
3201000;"Powiat białogardzki";44181;30089;14092;
3201000;"Powiat białogardzki - URBAN GMINAS";22300;22300;0;
3201000;"Powiat białogardzki - URBAN-RURAL GMINAS";14657;7789;6868;
3201011;"Białogard (1)";22300;22300;0;
3201022;"Białogard (2)";7224;0;7224;
3201033;"Karlino (3)";8470;5463;3007;
3201034;"Karlino - urban area (4)";5463;5463;0;
3201035;"Karlino - rural area (5)";3007;0;3007;
3201043;"Tychowo (3)";6187;2326;3861;
3201044;"Tychowo - urban area (4)";2326;2326;0;
3201045;"Tychowo - rural area (5)";3861;0;3861;
3202000;"Powiat choszczeński";44205;20995;23210;
3202000;"Powiat choszczeński - URBAN-RURAL GMINAS";36669;20995;15674;
3202012;"Bierzwnik (2)";4306;0;4306;
3202023;"Choszczno (3)";20038;13822;6216;
3202024;"Choszczno - urban area (4)";13822;13822;0;
3202025;"Choszczno - rural area (5)";6216;0;6216;
3202033;"Drawno (3)";4563;2150;2413;
3202034;"Drawno - urban area (4)";2150;2150;0;
3202035;"Drawno - rural area (5)";2413;0;2413;
3202042;"Krzęcin (2)";3230;0;3230;
3202053;"Pełczyce (3)";7128;2383;4745;
3202054;"Pełczyce - urban area (4)";2383;2383;0;
3202055;"Pełczyce - rural area (5)";4745;0;4745;
3202063;"Recz (3)";4940;2640;2300;
3202064;"Recz - urban area (4)";2640;2640;0;
3202065;"Recz - rural area (5)";2300;0;2300;
3203000;"Powiat drawski";53245;33834;19411;
