"Code";"Name";"registrations of departure, total;total;2021;[person]";"registrations of departure, total;total;2022;[person]";"registrations of departure, total;total;2023;[person]";
2404152;"Rędziny (2)";103;101;92;
2404162;"Starcza (2)";27;41;21;
2405000;"Powiat gliwicki";1286;1205;1241;
2405011;"Knurów (1)";500;455;454;
2405021;"Pyskowice (1)";223;206;184;
2405032;"Gierałtowice (2)";106;101;124;
2405042;"Pilchowice (2)";115;98;113;
2405052;"Rudziniec (2)";110;83;122;
2405063;"Sośnicowice (3)";91;101;85;
2405064;"Sośnicowice - urban area (4)";3;31;19;
2405065;"Sośnicowice - rural area (5)";88;70;66;
2405073;"Toszek (3)";88;93;82;
2405074;"Toszek - urban area (4)";41;28;33;
2405075;"Toszek - rural area (5)";47;65;49;
2405082;"Wielowieś (2)";53;68;77;
2406000;"Powiat kłobucki";807;774;778;
2406013;"Kłobuck (3)";176;177;193;
2406014;"Kłobuck - urban area (4)";111;118;123;
2406015;"Kłobuck - rural area (5)";65;59;70;
2406023;"Krzepice (3)";108;106;88;
2406024;"Krzepice - urban area (4)";61;54;50;
2406025;"Krzepice - rural area (5)";47;52;38;
2406032;"Lipie (2)";83;52;63;
2406042;"Miedźno (2)";70;56;45;
2406052;"Opatów (2)";66;68;78;
2406062;"Panki (2)";46;55;55;
2406072;"Popów (2)";47;50;49;
2406082;"Przystajń (2)";54;45;44;
2406092;"Wręczyca Wielka (2)";157;165;163;
2407000;"Powiat lubliniecki";911;818;680;
2407011;"Lubliniec (1)";293;258;227;
2407022;"Boronów (2)";31;25;13;
2407032;"Ciasna (2)";111;106;62;
2407042;"Herby (2)";70;84;70;
2407052;"Kochanowice (2)";109;93;67;
2407062;"Koszęcin (2)";139;118;109;
2407072;"Pawonków (2)";97;64;56;
2407083;"Woźniki (3)";61;70;76;
2407084;"Woźniki - urban area (4)";39;32;29;
2407085;"Woźniki - rural area (5)";22;38;47;
2408000;"Powiat mikołowski";1175;1062;1041;
2408011;"Łaziska Górne (1)";237;231;246;
2408021;"Mikołów (1)";530;443;424;
2408031;"Orzesze (1)";240;238;214;
2408042;"Ornontowice (2)";84;62;70;
2408052;"Wyry (2)";84;88;87;
2409000;"Powiat myszkowski";664;708;577;
2409011;"Myszków (1)";326;319;273;
2409023;"Koziegłowy (3)";137;117;100;
2409024;"Koziegłowy - urban area (4)";24;29;17;
2409025;"Koziegłowy - rural area (5)";113;88;83;
2409032;"Niegowa (2)";46;64;52;
2409042;"Poraj (2)";71;104;80;
2409053;"Żarki (3)";84;104;72;
2409054;"Żarki - urban area (4)";48;50;51;
2409055;"Żarki - rural area (5)";36;54;21;
2410000;"Powiat pszczyński";1369;1219;1186;
2410012;"Goczałkowice-Zdrój (2)";68;70;56;
2410022;"Kobiór (2)";70;38;62;
2410032;"Miedźna (2)";208;190;203;
2410042;"Pawłowice (2)";306;231;238;
2410053;"Pszczyna (3)";564;574;501;
2410054;"Pszczyna - urban area (4)";305;353;309;
2410055;"Pszczyna - rural area (5)";259;221;192;
2410062;"Suszec (2)";153;116;126;
2411000;"Powiat raciborski";1193;1137;1093;
2411011;"Racibórz (1)";639;636;587;
2411022;"Kornowac (2)";74;76;41;
2411033;"Krzanowice (3)";60;62;84;
2411034;"Krzanowice - urban area (4)";24;23;26;
2411035;"Krzanowice - rural area (5)";36;39;58;
2411042;"Krzyżanowice (2)";93;82;98;
2411053;"Kuźnia Raciborska (3)";122;119;115;
2411054;"Kuźnia Raciborska - urban area (4)";75;56;53;
2411055;"Kuźnia Raciborska - rural area (5)";47;63;62;
2411062;"Nędza (2)";82;47;67;
2411072;"Pietrowice Wielkie (2)";82;70;57;
2411082;"Rudnik (2)";41;45;44;
2412000;"Powiat rybnicki";878;761;770;
2412013;"Czerwionka-Leszczyny (3)";469;435;411;
2412014;"Czerwionka-Leszczyny - urban area (4)";296;304;270;
2412015;"Czerwionka-Leszczyny - rural area (5)";173;131;141;
2412022;"Gaszowice (2)";120;80;121;
2412032;"Jejkowice (2)";46;47;38;
2412042;"Lyski (2)";108;88;72;
2412052;"Świerklany (2)";135;111;128;
2413000;"Powiat tarnogórski";1378;1289;1341;
2413011;"Kalety (1)";85;48;61;
2413021;"Miasteczko Śląskie (1)";87;88;54;
2413031;"Radzionków (1)";189;183;199;
2413041;"Tarnowskie Góry (1)";533;476;535;
2413052;"Krupski Młyn (2)";36;43;29;
2413062;"Ożarowice (2)";52;37;64;
2413072;"Świerklaniec (2)";159;106;122;
2413082;"Tworóg (2)";61;100;78;
2413092;"Zbrosławice (2)";176;208;199;
2414000;"Powiat bieruńsko-lędziński";659;624;652;
2414011;"Bieruń (1)";238;277;252;
2414021;"Imielin (1)";71;78;73;
2414031;"Lędziny (1)";191;163;196;
2414042;"Bojszowy (2)";104;69;76;
2414052;"Chełm Śląski (2)";55;37;55;
2415000;"Powiat wodzisławski";1934;1772;1665;
2415011;"Pszów (1)";179;184;142;
2415021;"Radlin (1)";283;201;244;
2415031;"Rydułtowy (1)";331;275;230;
2415041;"Wodzisław Śląski (1)";632;597;517;
2415052;"Godów (2)";143;134;121;
2415062;"Gorzyce (2)";164;171;193;
2415072;"Lubomia (2)";71;57;82;
2415082;"Marklowice (2)";59;52;62;
2415092;"Mszana (2)";72;101;74;
2416000;"Powiat zawierciański";1109;1085;1089;
2416011;"Poręba (1)";76;73;76;
2416021;"Zawiercie (1)";415;385;418;
2416032;"Irządze (2)";27;21;17;
2416042;"Kroczyce (2)";55;60;53;
2416053;"Łazy (3)";185;155;179;
2416054;"Łazy - urban area (4)";78;85;81;
2416055;"Łazy - rural area (5)";107;70;98;
2416063;"Ogrodzieniec (3)";91;110;66;
2416064;"Ogrodzieniec - urban area (4)";47;67;37;
2416065;"Ogrodzieniec - rural area (5)";44;43;29;
2416073;"Pilica (3)";82;83;70;
2416074;"Pilica - urban area (4)";18;14;15;
2416075;"Pilica - rural area (5)";64;69;55;
2416083;"Szczekociny (3)";83;101;105;
2416084;"Szczekociny - urban area (4)";42;42;37;
2416085;"Szczekociny - rural area (5)";41;59;68;
2416092;"Włodowice (2)";60;56;;
2416093;"Włodowice (3)";;;57;
2416094;"Włodowice - urban area (4)";;;11;
2416095;"Włodowice - rural area (5)";;;46;
2416102;"Żarnowiec (2)";35;41;48;
2417000;"Powiat żywiecki";1459;1398;1262;
2417011;"Żywiec (1)";360;322;292;
2417022;"Czernichów (2)";69;80;70;
2417032;"Gilowice (2)";42;73;47;
2417042;"Jeleśnia (2)";95;114;74;
2417052;"Koszarawa (2)";30;19;21;
2417062;"Lipowa (2)";95;67;78;
2417072;"Łękawica (2)";40;39;39;
2417082;"Łodygowice (2)";112;109;92;
2417092;"Milówka (2)";88;59;93;
2417102;"Radziechowy-Wieprz (2)";123;110;102;
2417112;"Rajcza (2)";75;95;73;
2417122;"Ślemień (2)";38;37;41;
2417132;"Świnna (2)";94;94;63;
2417142;"Ujsoły (2)";67;36;49;
2417152;"Węgierska Górka (2)";131;144;128;
2461000;"City with powiat status Bielsko-Biała";1798;1616;1659;
2461011;"Bielsko-Biała (1)";1798;1616;1659;
2462000;"City with powiat status Bytom";1797;1679;1731;
2462011;"Bytom (1)";1797;1679;1731;
2463000;"City with powiat status Chorzów";1271;1487;1292;
2463011;"Chorzów (1)";1271;1487;1292;
2464000;"City with powiat status Częstochowa";1916;1778;1937;
2464011;"Częstochowa (1)";1916;1778;1937;
2465000;"City with powiat status Dąbrowa Górnicza";1117;1017;1109;
2465011;"Dąbrowa Górnicza (1)";1117;1017;1109;
2466000;"City with powiat status Gliwice";1916;1751;1757;
2466011;"Gliwice (1)";1916;1751;1757;
2467000;"City with powiat status Jastrzębie-Zdrój";1178;930;891;
2467011;"Jastrzębie-Zdrój (1)";1178;930;891;
2468000;"City with powiat status Jaworzno";607;518;621;
2468011;"Jaworzno (1)";607;518;621;
2469000;"City with powiat status Katowice";3640;3288;3105;
2469011;"Katowice (1)";3640;3288;3105;
2470000;"City with powiat status Mysłowice";879;786;770;
2470011;"Mysłowice (1)";879;786;770;
2471000;"City with powiat status Piekary Śląskie";665;647;518;
2471011;"Piekary Śląskie (1)";665;647;518;
2472000;"City with powiat status Ruda Śląska";1581;1476;1376;
2472011;"Ruda Śląska (1)";1581;1476;1376;
2473000;"City with powiat status Rybnik";1433;1386;1224;
2473011;"Rybnik (1)";1433;1386;1224;
2474000;"City with powiat status Siemianowice Śląskie";703;689;676;
2474011;"Siemianowice Śląskie (1)";703;689;676;
2475000;"City with powiat status Sosnowiec";2087;1755;1896;
2475011;"Sosnowiec (1)";2087;1755;1896;
2476000;"City with powiat status Świętochłowice";749;607;661;
2476011;"Świętochłowice (1)";749;607;661;
2477000;"City with powiat status Tychy";1236;1238;1137;
2477011;"Tychy (1)";1236;1238;1137;
2478000;"City with powiat status Zabrze";1879;1528;1583;
2478011;"Zabrze (1)";1879;1528;1583;
2479000;"City with powiat status Żory";539;522;528;
2479011;"Żory (1)";539;522;528;
2600000;"ŚWIĘTOKRZYSKIE";13047;13036;12529;
2601000;"Powiat buski";789;688;682;
2601013;"Busko-Zdrój (3)";389;351;341;
2601014;"Busko-Zdrój - urban area (4)";259;232;210;
2601015;"Busko-Zdrój - rural area (5)";130;119;131;
2601022;"Gnojno (2)";46;38;28;
2601033;"Nowy Korczyn (3)";55;40;42;
2601034;"Nowy Korczyn - urban area (4)";8;4;3;
2601035;"Nowy Korczyn - rural area (5)";47;36;39;
2601043;"Pacanów (3)";91;65;68;
2601044;"Pacanów - urban area (4)";11;14;12;
2601045;"Pacanów - rural area (5)";80;51;56;
2601052;"Solec-Zdrój (2)";36;29;34;
2601063;"Stopnica (3)";75;85;80;
2601064;"Stopnica - urban area (4)";9;24;18;
2601065;"Stopnica - rural area (5)";66;61;62;
2601072;"Tuczępy (2)";37;28;37;
2601083;"Wiślica (3)";60;52;52;
2601084;"Wiślica - urban area (4)";5;9;13;
2601085;"Wiślica - rural area (5)";55;43;39;
2602000;"Powiat jędrzejowski";978;883;956;
2602012;"Imielno (2)";52;32;30;
2602023;"Jędrzejów (3)";309;297;357;
2602024;"Jędrzejów - urban area (4)";179;164;218;
2602025;"Jędrzejów - rural area (5)";130;133;139;
2602033;"Małogoszcz (3)";149;133;143;
2602034;"Małogoszcz - urban area (4)";77;76;57;
2602035;"Małogoszcz - rural area (5)";72;57;86;
2602042;"Nagłowice (2)";51;40;41;
2602052;"Oksa (2)";36;39;46;
2602063;"Sędziszów (3)";182;155;137;
2602064;"Sędziszów - urban area (4)";97;89;78;
2602065;"Sędziszów - rural area (5)";85;66;59;
2602072;"Słupia (2)";52;42;46;
2602082;"Sobków (2)";79;70;77;
2602093;"Wodzisław (3)";68;75;79;
2602094;"Wodzisław - urban area (4)";13;17;13;
2602095;"Wodzisław - rural area (5)";55;58;66;
2603000;"Powiat kazimierski";323;328;293;
2603012;"Bejsce (2)";26;35;36;
2603022;"Czarnocin (2)";30;44;31;
2603033;"Kazimierza Wielka (3)";161;131;124;
2603034;"Kazimierza Wielka - urban area (4)";77;69;46;
2603035;"Kazimierza Wielka - rural area (5)";84;62;78;
2603043;"Opatowiec (3)";56;34;48;
2603044;"Opatowiec - urban area (4)";3;1;5;
2603045;"Opatowiec - rural area (5)";53;33;43;
2603053;"Skalbmierz (3)";50;84;54;
2603054;"Skalbmierz - urban area (4)";10;21;7;
2603055;"Skalbmierz - rural area (5)";40;63;47;
2604000;"Powiat kielecki";2076;2136;2139;
2604012;"Bieliny (2)";90;89;99;
2604023;"Bodzentyn (3)";121;127;113;
2604024;"Bodzentyn - urban area (4)";38;28;20;
2604025;"Bodzentyn - rural area (5)";83;99;93;
2604033;"Chęciny (3)";146;150;151;
2604034;"Chęciny - urban area (4)";41;46;39;
2604035;"Chęciny - rural area (5)";105;104;112;
2604043;"Chmielnik (3)";129;121;137;
2604044;"Chmielnik - urban area (4)";45;43;68;
2604045;"Chmielnik - rural area (5)";84;78;69;
2604053;"Daleszyce (3)";154;166;151;
2604054;"Daleszyce - urban area (4)";40;47;36;
2604055;"Daleszyce - rural area (5)";114;119;115;
2604062;"Górno (2)";124;125;131;
2604073;"Łagów (3)";78;82;58;
2604074;"Łagów - urban area (4)";18;25;20;
2604075;"Łagów - rural area (5)";60;57;38;
2604082;"Łopuszno (2)";72;90;;
2604083;"Łopuszno (3)";;;71;
2604084;"Łopuszno - urban area (4)";;;9;
2604085;"Łopuszno - rural area (5)";;;62;
2604092;"Masłów (2)";131;98;130;
2604102;"Miedziana Góra (2)";116;127;116;
2604112;"Mniów (2)";91;97;101;
2604123;"Morawica (3)";174;185;189;
2604124;"Morawica - urban area (4)";29;30;28;
2604125;"Morawica - rural area (5)";145;155;161;
2604133;"Nowa Słupia (3)";100;104;135;
2604134;"Nowa Słupia - urban area (4)";16;18;17;
2604135;"Nowa Słupia - rural area (5)";84;86;118;
2604142;"Piekoszów (2)";128;125;;
2604143;"Piekoszów (3)";;;161;
2604144;"Piekoszów - urban area (4)";;;43;
2604145;"Piekoszów - rural area (5)";;;118;
2604153;"Pierzchnica (3)";58;73;48;
2604154;"Pierzchnica - urban area (4)";15;24;10;
2604155;"Pierzchnica - rural area (5)";43;49;38;
2604162;"Raków (2)";45;73;58;
2604172;"Nowiny (2)";66;79;76;
2604182;"Strawczyn (2)";101;79;66;
2604192;"Zagnańsk (2)";152;146;148;
2605000;"Powiat konecki";845;889;819;
2605012;"Fałków (2)";32;62;39;
2605022;"Gowarczów (2)";34;49;54;
2605033;"Końskie (3)";368;427;389;
2605034;"Końskie - urban area (4)";228;279;243;
2605035;"Końskie - rural area (5)";140;148;146;
2605043;"Radoszyce (3)";118;92;81;
2605044;"Radoszyce - urban area (4)";56;35;34;
2605045;"Radoszyce - rural area (5)";62;57;47;
2605052;"Ruda Maleniecka (2)";31;25;25;
2605062;"Słupia Konecka (2)";50;39;28;
2605072;"Smyków (2)";36;25;31;
2605083;"Stąporków (3)";176;170;172;
2605084;"Stąporków - urban area (4)";70;70;71;
2605085;"Stąporków - rural area (5)";106;100;101;
2606000;"Powiat opatowski";569;619;578;
2606012;"Baćkowice (2)";35;56;56;
2606022;"Iwaniska (2)";62;;;
2606023;"Iwaniska (3)";;79;65;
2606024;"Iwaniska - urban area (4)";;16;18;
2606025;"Iwaniska - rural area (5)";;63;47;
2606032;"Lipnik (2)";52;68;51;
2606043;"Opatów (3)";148;135;134;
2606044;"Opatów - urban area (4)";78;81;62;
2606045;"Opatów - rural area (5)";70;54;72;
2606053;"Ożarów (3)";125;146;128;
2606054;"Ożarów - urban area (4)";65;83;64;
2606055;"Ożarów - rural area (5)";60;63;64;
2606062;"Sadowie (2)";46;46;40;
2606072;"Tarłów (2)";52;56;56;
2606082;"Wojciechowice (2)";49;33;48;
2607000;"Powiat ostrowiecki";1165;1153;1099;
2607011;"Ostrowiec Świętokrzyski (1)";713;701;648;
2607022;"Bałtów (2)";33;58;37;
2607032;"Bodzechów (2)";144;112;134;
2607043;"Ćmielów (3)";85;91;80;
2607044;"Ćmielów - urban area (4)";31;36;30;
2607045;"Ćmielów - rural area (5)";54;55;50;
2607053;"Kunów (3)";106;116;127;
2607054;"Kunów - urban area (4)";26;28;46;
2607055;"Kunów - rural area (5)";80;88;81;
2607062;"Waśniów (2)";84;75;73;
2608000;"Powiat pińczowski";444;400;333;
2608013;"Działoszyce (3)";54;35;41;
2608014;"Działoszyce - urban area (4)";15;10;7;
2608015;"Działoszyce - rural area (5)";39;25;34;
2608022;"Kije (2)";73;39;28;
2608032;"Michałów (2)";26;29;33;
2608043;"Pińczów (3)";248;226;185;
2608044;"Pińczów - urban area (4)";160;124;111;
2608045;"Pińczów - rural area (5)";88;102;74;
2608052;"Złota (2)";43;71;46;
2609000;"Powiat sandomierski";872;779;753;
2609011;"Sandomierz (1)";312;296;272;
2609022;"Dwikozy (2)";79;74;66;
2609033;"Klimontów (3)";103;82;76;
2609034;"Klimontów - urban area (4)";35;15;17;
2609035;"Klimontów - rural area (5)";68;67;59;
2609043;"Koprzywnica (3)";79;60;65;
2609044;"Koprzywnica - urban area (4)";30;21;24;
2609045;"Koprzywnica - rural area (5)";49;39;41;
2609052;"Łoniów (2)";67;66;64;
2609062;"Obrazów (2)";72;62;45;
2609072;"Samborzec (2)";68;65;90;
2609082;"Wilczyce (2)";47;27;32;
2609093;"Zawichost (3)";45;47;43;
2609094;"Zawichost - urban area (4)";24;18;17;
2609095;"Zawichost - rural area (5)";21;29;26;
2610000;"Powiat skarżyski";791;794;797;
2610011;"Skarżysko-Kamienna (1)";495;499;472;
2610022;"Bliżyn (2)";63;75;73;
2610032;"Łączna (2)";47;53;55;
2610042;"Skarżysko Kościelne (2)";91;64;71;
2610053;"Suchedniów (3)";95;103;126;
2610054;"Suchedniów - urban area (4)";83;79;93;
2610055;"Suchedniów - rural area (5)";12;24;33;
2611000;"Powiat starachowicki";775;834;710;
2611011;"Starachowice (1)";429;460;382;
2611022;"Brody (2)";88;101;93;
2611032;"Mirzec (2)";69;94;64;
2611042;"Pawłów (2)";109;115;107;
2611053;"Wąchock (3)";80;64;64;
2611054;"Wąchock - urban area (4)";35;30;26;
2611055;"Wąchock - rural area (5)";45;34;38;
2612000;"Powiat staszowski";842;902;797;
2612012;"Bogoria (2)";50;81;73;
2612022;"Łubnice (2)";59;42;48;
2612033;"Oleśnica (3)";55;37;36;
2612034;"Oleśnica - urban area (4)";37;18;20;
2612035;"Oleśnica - rural area (5)";18;19;16;
2612043;"Osiek (3)";68;94;83;
2612044;"Osiek - urban area (4)";24;23;16;
2612045;"Osiek - rural area (5)";44;71;67;
2612053;"Połaniec (3)";216;191;155;
2612054;"Połaniec - urban area (4)";162;133;110;
2612055;"Połaniec - rural area (5)";54;58;45;
2612062;"Rytwiany (2)";67;84;63;
2612073;"Staszów (3)";276;330;292;
2612074;"Staszów - urban area (4)";190;227;207;
2612075;"Staszów - rural area (5)";86;103;85;
2612083;"Szydłów (3)";51;43;47;
2612084;"Szydłów - urban area (4)";17;12;9;
2612085;"Szydłów - rural area (5)";34;31;38;
2613000;"Powiat włoszczowski";410;473;440;
2613012;"Kluczewsko (2)";66;54;47;
2613022;"Krasocin (2)";86;111;96;
2613032;"Moskorzew (2)";24;33;27;
2613042;"Radków (2)";19;26;15;
2613052;"Secemin (2)";31;49;55;
2613063;"Włoszczowa (3)";184;200;200;
2613064;"Włoszczowa - urban area (4)";108;117;122;
2613065;"Włoszczowa - rural area (5)";76;83;78;
2661000;"City with powiat status Kielce";2168;2158;2133;
2661011;"Kielce (1)";2168;2158;2133;
2800000;"WARMIŃSKO-MAZURSKIE";19032;17948;17606;
2801000;"Powiat bartoszycki";980;862;854;
2801011;"Bartoszyce (1)";379;354;362;
2801021;"Górowo Iławeckie (1)";87;58;68;
2801032;"Bartoszyce (2)";199;164;174;
2801043;"Bisztynek (3)";105;94;86;
2801044;"Bisztynek - urban area (4)";42;38;32;
2801045;"Bisztynek - rural area (5)";63;56;54;
2801052;"Górowo Iławeckie (2)";103;95;83;
2801063;"Sępopol (3)";107;97;81;
2801064;"Sępopol - urban area (4)";28;23;18;
2801065;"Sępopol - rural area (5)";79;74;63;
2802000;"Powiat braniewski";625;561;584;
2802011;"Braniewo (1)";188;204;215;
2802022;"Braniewo (2)";123;88;91;
2802033;"Frombork (3)";66;49;65;
2802034;"Frombork - urban area (4)";47;26;48;
2802035;"Frombork - rural area (5)";19;23;17;
2802042;"Lelkowo (2)";47;47;54;
2802053;"Pieniężno (3)";118;97;83;
2802054;"Pieniężno - urban area (4)";48;36;39;
2802055;"Pieniężno - rural area (5)";70;61;44;
2802062;"Płoskinia (2)";48;32;36;
2802072;"Wilczęta (2)";35;44;40;
2803000;"Powiat działdowski";888;876;850;
2803011;"Działdowo (1)";287;299;295;
2803022;"Działdowo (2)";132;115;108;
2803032;"Iłowo-Osada (2)";92;80;92;
2803043;"Lidzbark (3)";176;172;199;
2803044;"Lidzbark - urban area (4)";84;102;114;
2803045;"Lidzbark - rural area (5)";92;70;85;
2803052;"Płośnica (2)";99;110;85;
2803062;"Rybno (2)";102;100;71;
2804000;"Powiat elbląski";826;786;785;
2804012;"Elbląg (2)";99;106;107;
2804022;"Godkowo (2)";42;53;29;
2804032;"Gronowo Elbląskie (2)";96;98;68;
2804042;"Markusy (2)";51;44;53;
2804052;"Milejewo (2)";44;61;62;
2804063;"Młynary (3)";59;57;62;
2804064;"Młynary - urban area (4)";18;29;17;
2804065;"Młynary - rural area (5)";41;28;45;
2804073;"Pasłęk (3)";255;234;283;
2804074;"Pasłęk - urban area (4)";147;127;167;
2804075;"Pasłęk - rural area (5)";108;107;116;
2804082;"Rychliki (2)";56;49;50;
2804093;"Tolkmicko (3)";124;84;71;
2804094;"Tolkmicko - urban area (4)";42;28;28;
2804095;"Tolkmicko - rural area (5)";82;56;43;
2805000;"Powiat ełcki";1152;1070;1104;
2805011;"Ełk (1)";721;683;742;
2805022;"Ełk (2)";191;165;165;
2805032;"Kalinowo (2)";82;79;90;
2805042;"Prostki (2)";85;81;79;
2805052;"Stare Juchy (2)";73;62;28;
2806000;"Powiat giżycki";806;819;802;
2806011;"Giżycko (1)";423;455;469;
2806042;"Giżycko (2)";139;117;97;
2806052;"Kruklanki (2)";37;43;37;
2806062;"Miłki (2)";38;51;53;
2806083;"Ryn (3)";87;81;73;
2806084;"Ryn - urban area (4)";45;40;40;
2806085;"Ryn - rural area (5)";42;41;33;
2806102;"Wydminy (2)";82;72;73;
2807000;"Powiat iławski";1173;1073;998;
2807011;"Iława (1)";353;339;303;
2807021;"Lubawa (1)";162;112;96;
2807032;"Iława (2)";135;154;145;
2807043;"Kisielice (3)";113;85;88;
2807044;"Kisielice - urban area (4)";39;44;34;
2807045;"Kisielice - rural area (5)";74;41;54;
2807052;"Lubawa (2)";115;111;120;
2807063;"Susz (3)";195;189;149;
2807064;"Susz - urban area (4)";62;69;68;
2807065;"Susz - rural area (5)";133;120;81;
2807073;"Zalewo (3)";100;83;97;
2807074;"Zalewo - urban area (4)";34;25;33;
2807075;"Zalewo - rural area (5)";66;58;64;
2808000;"Powiat kętrzyński";984;867;862;
2808011;"Kętrzyn (1)";352;383;411;
2808022;"Barciany (2)";109;61;87;
2808032;"Kętrzyn (2)";174;116;107;
2808043;"Korsze (3)";196;160;110;
2808044;"Korsze - urban area (4)";78;51;53;
2808045;"Korsze - rural area (5)";118;109;57;
2808053;"Reszel (3)";99;109;87;
2808054;"Reszel - urban area (4)";68;47;53;
2808055;"Reszel - rural area (5)";31;62;34;
2808062;"Srokowo (2)";54;38;60;
2809000;"Powiat lidzbarski";573;577;555;
2809011;"Lidzbark Warmiński (1)";199;191;194;
2809022;"Kiwity (2)";43;78;47;
2809032;"Lidzbark Warmiński (2)";134;87;104;
2809042;"Lubomino (2)";56;67;46;
2809053;"Orneta (3)";141;154;164;
2809054;"Orneta - urban area (4)";94;104;107;
2809055;"Orneta - rural area (5)";47;50;57;
2810000;"Powiat mrągowski";684;611;618;
2810011;"Mrągowo (1)";322;310;294;
2810023;"Mikołajki (3)";109;86;95;
2810024;"Mikołajki - urban area (4)";44;33;50;
2810025;"Mikołajki - rural area (5)";65;53;45;
2810032;"Mrągowo (2)";117;93;90;
2810042;"Piecki (2)";72;79;91;
2810052;"Sorkwity (2)";64;43;48;
2811000;"Powiat nidzicki";441;421;444;
2811012;"Janowiec Kościelny (2)";42;22;39;
2811022;"Janowo (2)";34;34;21;
2811032;"Kozłowo (2)";81;83;87;
2811043;"Nidzica (3)";284;282;297;
2811044;"Nidzica - urban area (4)";182;205;200;
2811045;"Nidzica - rural area (5)";102;77;97;
2812000;"Powiat nowomiejski";606;577;447;
2812011;"Nowe Miasto Lubawskie (1)";145;166;123;
2812022;"Biskupiec (2)";124;117;109;
2812032;"Grodziczno (2)";77;84;67;
2812042;"Kurzętnik (2)";124;95;63;
2812052;"Nowe Miasto Lubawskie (2)";136;115;85;
2813000;"Powiat olecki";496;411;345;
2813032;"Kowale Oleckie (2)";93;55;55;
2813043;"Olecko (3)";267;252;204;
2813044;"Olecko - urban area (4)";207;172;129;
2813045;"Olecko - rural area (5)";60;80;75;
2813052;"Świętajno (2)";74;67;50;
2813062;"Wieliczki (2)";62;37;36;
2814000;"Powiat olsztyński";1830;1687;1704;
2814013;"Barczewo (3)";236;216;243;
2814014;"Barczewo - urban area (4)";97;95;102;
2814015;"Barczewo - rural area (5)";139;121;141;
2814023;"Biskupiec (3)";260;239;225;
2814024;"Biskupiec - urban area (4)";135;111;127;
2814025;"Biskupiec - rural area (5)";125;128;98;
2814033;"Dobre Miasto (3)";215;195;214;
2814034;"Dobre Miasto - urban area (4)";128;146;136;
2814035;"Dobre Miasto - rural area (5)";87;49;78;
2814042;"Dywity (2)";155;175;140;
2814052;"Gietrzwałd (2)";110;103;68;
2814063;"Jeziorany (3)";107;94;98;
2814064;"Jeziorany - urban area (4)";48;42;46;
2814065;"Jeziorany - rural area (5)";59;52;52;
2814072;"Jonkowo (2)";126;95;91;
2814082;"Kolno (2)";53;52;48;
2814093;"Olsztynek (3)";215;191;178;
2814094;"Olsztynek - urban area (4)";109;119;95;
2814095;"Olsztynek - rural area (5)";106;72;83;
2814102;"Purda (2)";97;108;120;
2814112;"Stawiguda (2)";197;175;228;
2814122;"Świątki (2)";59;44;51;
2815000;"Powiat ostródzki";1405;1436;1333;
2815011;"Ostróda (1)";361;398;361;
2815022;"Dąbrówno (2)";60;79;53;
2815032;"Grunwald (2)";85;83;65;
2815042;"Łukta (2)";33;37;50;
2815052;"Małdyty (2)";88;98;74;
2815063;"Miłakowo (3)";73;63;79;
2815064;"Miłakowo - urban area (4)";21;34;29;
2815065;"Miłakowo - rural area (5)";52;29;50;
2815073;"Miłomłyn (3)";69;63;64;
2815074;"Miłomłyn - urban area (4)";32;30;26;
2815075;"Miłomłyn - rural area (5)";37;33;38;
2815083;"Morąg (3)";444;363;342;
2815084;"Morąg - urban area (4)";288;223;219;
2815085;"Morąg - rural area (5)";156;140;123;
2815092;"Ostróda (2)";192;252;245;
2816000;"Powiat piski";858;787;742;
2816013;"Biała Piska (3)";204;190;199;
2816014;"Biała Piska - urban area (4)";61;59;61;
2816015;"Biała Piska - rural area (5)";143;131;138;
2816023;"Orzysz (3)";122;133;114;
2816024;"Orzysz - urban area (4)";67;98;69;
2816025;"Orzysz - rural area (5)";55;35;45;
2816033;"Pisz (3)";380;381;312;
2816034;"Pisz - urban area (4)";273;270;207;
2816035;"Pisz - rural area (5)";107;111;105;
2816043;"Ruciane-Nida (3)";152;83;117;
2816044;"Ruciane-Nida - urban area (4)";82;54;49;
2816045;"Ruciane-Nida - rural area (5)";70;29;68;
2817000;"Powiat szczycieński";1022;941;850;
2817011;"Szczytno (1)";365;314;324;
2817022;"Dźwierzuty (2)";130;100;83;
2817032;"Jedwabno (2)";39;46;44;
2817043;"Pasym (3)";75;72;44;
2817044;"Pasym - urban area (4)";26;32;21;
2817045;"Pasym - rural area (5)";49;40;23;
2817052;"Rozogi (2)";66;63;45;
2817062;"Szczytno (2)";183;157;171;
2817072;"Świętajno (2)";60;79;62;
2817083;"Wielbark (3)";104;110;77;
2817084;"Wielbark - urban area (4)";39;39;37;
2817085;"Wielbark - rural area (5)";65;71;40;
2818000;"Powiat gołdapski";357;356;347;
2818012;"Banie Mazurskie (2)";73;52;57;
2818022;"Dubeninki (2)";29;43;31;
2818033;"Gołdap (3)";255;261;259;
2818034;"Gołdap - urban area (4)";150;147;151;
2818035;"Gołdap - rural area (5)";105;114;108;
2819000;"Powiat węgorzewski";296;330;323;
2819012;"Budry (2)";39;51;32;
2819022;"Pozezdrze (2)";50;34;41;
2819033;"Węgorzewo (3)";207;245;250;
2819034;"Węgorzewo - urban area (4)";134;178;170;
2819035;"Węgorzewo - rural area (5)";73;67;80;
